,belongs_to_collection,revenue
24404,{},0
24405,{},0
24406,The Adventures of Antoine Doinel,0
24407,{},0
24408,{},0
24409,{},0
24410,{},211817906
24411,{},0
24412,{},42070000
24413,{},0
24414,{},0
24415,{},0
24416,{},54837234
24417,{},0
24418,{},0
24419,Jungledyret Hugo Collection,0
24420,{},0
24421,{},0
24422,{},0
24423,Charlie Chan (Warner Oland) Collection,0
24424,Charlie Chan (Sidney Toler) Collection,0
24425,Charlie Chan (Sidney Toler) Collection,0
24426,Charlie Chan (Sidney Toler) Collection,0
24427,Charlie Chan (Sidney Toler) Collection,0
24428,{},0
24429,{},0
24430,{},0
24431,{},0
24432,{},0
24433,{},0
24434,{},0
24435,Swan Princess Series,0
24436,Charlie Chan (Sidney Toler) Collection,0
24437,Charlie Chan (Warner Oland) Collection,0
24438,Charlie Chan (Sidney Toler) Collection,0
24439,Charlie Chan (Sidney Toler) Collection,0
24440,Charlie Chan (Sidney Toler) Collection,0
24441,Charlie Chan (Warner Oland) Collection,0
24442,{},0
24443,{},0
24444,{},0
24445,{},0
24446,{},0
24447,Jungledyret Hugo Collection,0
24448,{},0
24449,{},0
24450,{},0
24451,{},100654149
24452,Charlie Chan (Warner Oland) Collection,0
24453,Charlie Chan (Warner Oland) Collection,0
24454,{},0
24455,{},0
24456,{},0
24457,{},19682924
24458,{},0
24459,{},0
24460,{},0
24461,{},0
24462,{},0
24463,{},0
24464,{},0
24465,{},0
24466,{},0
24467,{},0
24468,{},0
24469,{},0
24470,{},0
24471,{},0
24472,{},0
24473,{},0
24474,{},4453524
24475,{},0
24476,The Mummy (Hammer Series),0
24477,{},0
24478,{},0
24479,The Mummy (Hammer Series),0
24480,{},0
24481,{},0
24482,Ouija Collection,103590271
24483,{},0
24484,{},0
24485,{},0
24486,{},0
24487,Jungledyret Hugo Collection,0
24488,S.W.A.T. Collection,0
24489,{},38697217
24490,{},0
24491,{},0
24492,Blondie Collection,0
24493,{},0
24494,{},0
24495,{},0
24496,{},0
24497,{},0
24498,{},1964253
24499,{},652105443
24500,{},0
24501,{},0
24502,{},0
24503,{},5169755
24504,{},0
24505,{},0
24506,{},0
24507,{},0
24508,{},97437106
24509,{},4439431
24510,Detective Dee Collection,72287783
24511,{},0
24512,{},0
24513,{},28208
24514,{},0
24515,{},0
24516,{},0
24517,{},0
24518,{},0
24519,{},0
24520,{},0
24521,{},0
24522,The Hire,0
24523,{},0
24524,{},0
24525,{},0
24526,{},36869414
24527,{},0
24528,{},0
24529,{},0
24530,{},0
24531,{},0
24532,{},0
24533,{},0
24534,{},0
24535,{},0
24536,{},0
24537,{},0
24538,{},0
24539,{},0
24540,{},8251
24541,{},0
24542,{},0
24543,{},0
24544,{},0
24545,{},0
24546,{},0
24547,{},0
24548,{},0
24549,{},0
24550,{},0
24551,Charlie Chan (Warner Oland) Collection,0
24552,{},0
24553,{},5405500
24554,{},0
24555,{},0
24556,{},0
24557,Charlie Chan (Sidney Toler) Collection,0
24558,Charlie Chan (Warner Oland) Collection,0
24559,Charlotte's Web Collection,0
24560,{},0
24561,{},0
24562,{},0
24563,{},0
24564,{},0
24565,{},0
24566,{},0
24567,{},0
24568,{},0
24569,{},0
24570,{},0
24571,{},0
24572,{},0
24573,{},0
24574,{},0
24575,{},0
24576,{},0
24577,{},0
24578,{},0
24579,{},0
24580,{},0
24581,A Better Tomorrow Collection,0
24582,The Marine Collection,0
24583,{},0
24584,Dead in Tombstone Collection,0
24585,Behind Enemy Lines Collection,0
24586,{},0
24587,{},0
24588,{},0
24589,{},0
24590,{},0
24591,{},0
24592,{},0
24593,{},0
24594,The Land Before Time Collection,0
24595,The Land Before Time Collection,0
24596,The Land Before Time Collection,0
24597,Fievel Collection,0
24598,Fievel Collection,0
24599,{},0
24600,{},0
24601,{},0
24602,{},0
24603,The Marine Collection,0
24604,{},183640
24605,{},0
24606,{},0
24607,{},0
24608,{},22896728
24609,{},0
24610,{},0
24611,{},0
24612,{},0
24613,{},0
24614,{},0
24615,{},0
24616,{},0
24617,{},0
24618,{},0
24619,{},0
24620,{},0
24621,{},0
24622,{},0
24623,Paradise Trilogy,24267
24624,{},0
24625,{},0
24626,{},0
24627,{},0
24628,{},0
24629,{},0
24630,{},0
24631,{},0
24632,{},0
24633,{},0
24634,{},0
24635,Children of the Corn Collection,0
24636,Children of the Corn Collection,0
24637,Children of the Corn Collection,0
24638,Children of the Corn Collection,0
24639,Children of the Corn Collection,0
24640,{},0
24641,{},0
24642,{},0
24643,{},0
24644,{},0
24645,{},0
24646,{},0
24647,{},0
24648,{},0
24649,{},64227
24650,{},0
24651,{},0
24652,{},0
24653,{},0
24654,{},0
24655,{},0
24656,{},0
24657,{},0
24658,{},0
24659,{},0
24660,{},0
24661,{},0
24662,{},0
24663,{},0
24664,{},0
24665,{},0
24666,{},0
24667,{},0
24668,{},0
24669,{},0
24670,Elling Collection,0
24671,{},0
24672,Hopalong Cassidy films,0
24673,{},0
24674,{},0
24675,{},0
24676,{},0
24677,{},0
24678,{},0
24679,{},0
24680,{},0
24681,{},0
24682,{},0
24683,{},0
24684,{},12096300
24685,{},0
24686,{},0
24687,{},0
24688,{},0
24689,{},235432
24690,{},0
24691,{},0
24692,{},0
24693,{},0
24694,{},0
24695,{},0
24696,{},0
24697,{},0
24698,{},0
24699,Wolf Creek Collection,9630444
24700,{},0
24701,{},0
24702,{},0
24703,{},0
24704,{},0
24705,{},0
24706,{},0
24707,{},0
24708,{},0
24709,{},0
24710,{},126546518
24711,{},0
24712,Tinker Bell Collection,0
24713,Tinker Bell Collection,0
24714,{},0
24715,{},0
24716,{},0
24717,{},0
24718,{},0
24719,{},0
24720,{},0
24721,{},0
24722,{},0
24723,{},0
24724,{},0
24725,{},0
24726,{},0
24727,Lassie (Kinofilme),0
24728,{},0
24729,Cowgirls n' Angels Collection,120680
24730,{},0
24731,{},0
24732,{},0
24733,{},0
24734,{},0
24735,{},0
24736,{},0
24737,{},0
24738,{},0
24739,{},0
24740,{},0
24741,{},0
24742,{},0
24743,Sniper Collection,0
24744,{},0
24745,{},0
24746,{},11486
24747,{},0
24748,{},0
24749,{},0
24750,{},0
24751,{},0
24752,{},0
24753,{},0
24754,{},0
24755,Cyborg Collection,0
24756,Cyborg Cop Trilogy,0
24757,Cyborg Cop Trilogy,0
24758,{},0
24759,{},0
24760,Cowgirls n' Angels Collection,0
24761,{},0
24762,Charlie Chan (Sidney Toler) Collection,0
24763,{},0
24764,{},0
24765,{},0
24766,{},0
24767,{},0
24768,{},0
24769,{},0
24770,{},0
24771,{},0
24772,{},8265
24773,{},0
24774,{},0
24775,{},0
24776,{},0
24777,{},0
24778,{},0
24779,{},0
24780,{},0
24781,{},0
24782,{},0
24783,{},0
24784,{},0
24785,{},0
24786,{},0
24787,{},0
24788,{},0
24789,{},0
24790,{},0
24791,{},0
24792,{},0
24793,{},0
24794,Kickboxer Collection,0
24795,{},0
24796,{},0
24797,{},0
24798,{},0
24799,{},0
24800,{},0
24801,{},0
24802,{},721651
24803,{},0
24804,{},0
24805,{},0
24806,{},0
24807,{},0
24808,{},0
24809,{},0
24810,{},0
24811,New Kids Collection,0
24812,{},0
24813,{},0
24814,{},0
24815,{},0
24816,{},0
24817,{},0
24818,{},0
24819,{},0
24820,{},68129518
24821,{},0
24822,{},0
24823,{},0
24824,{},0
24825,{},0
24826,{},0
24827,{},0
24828,{},0
24829,{},0
24830,{},0
24831,{},0
24832,The Whistler collection,0
24833,{},0
24834,{},0
24835,{},0
24836,{},0
24837,{},0
24838,{},0
24839,Charlie Chan (Sidney Toler) Collection,0
24840,{},0
24841,{},0
24842,{},0
24843,{},5275000
24844,{},0
24845,{},0
24846,{},0
24847,{},0
24848,{},0
24849,{},0
24850,{},0
24851,Dead Snow Collection,37473
24852,{},0
24853,{},0
24854,{},0
24855,{},0
24856,{},0
24857,{},0
24858,{},0
24859,{},0
24860,{},0
24861,{},0
24862,Inner Sanctum mysteries,0
24863,Charlie Chan (Sidney Toler) Collection,0
24864,{},0
24865,Zatôichi: The Blind Swordsman,0
24866,{},0
24867,{},0
24868,{},0
24869,{},0
24870,{},0
24871,Dark Planet Collection,5873871
24872,{},0
24873,{},0
24874,Hamilton Collection,0
24875,{},0
24876,{},0
24877,{},0
24878,{},0
24879,{},0
24880,{},0
24881,{},0
24882,{},0
24883,Warriors of the Rainbow: The Seediq Bale Saga,0
24884,{},0
24885,{},0
24886,{},0
24887,{},0
24888,{},0
24889,{},0
24890,{},0
24891,{},0
24892,{},0
24893,{},0
24894,{},0
24895,{},760000
24896,"Fat, Sick & Nearly Dead",0
24897,{},176391
24898,{},0
24899,{},0
24900,{},0
24901,{},0
24902,{},233555708
24903,{},11110975
24904,{},794452
24905,{},0
24906,{},0
24907,Babysitting,0
24908,The Fly (1958 series),0
24909,{},0
24910,Fu Manchu Collection,0
24911,{},0
24912,{},0
24913,{},0
24914,{},0
24915,The Hunger Games Collection,752100229
24916,{},0
24917,{},0
24918,{},0
24919,{},0
24920,{},0
24921,{},0
24922,{},0
24923,{},0
24924,{},0
24925,{},0
24926,The Bible Collection,0
24927,{},0
24928,{},0
24929,{},0
24930,{},0
24931,{},0
24932,{},0
24933,{},0
24934,{},0
24935,{},0
24936,{},0
24937,{},0
24938,{},0
24939,{},268031828
24940,{},0
24941,{},0
24942,{},0
24943,{},0
24944,{},27007072
24945,{},0
24946,{},0
24947,{},0
24948,{},0
24949,{},0
24950,{},0
24951,{},0
24952,{},0
24953,{},0
24954,{},0
24955,{},0
24956,{},0
24957,{},0
24958,{},0
24959,{},0
24960,{},0
24961,{},0
24962,Werner Collection,0
24963,{},0
24964,{},0
24965,{},0
24966,{},0
24967,{},0
24968,{},0
24969,{},0
24970,{},0
24971,{},0
24972,{},0
24973,{},0
24974,Ski School Collection,0
24975,{},0
24976,{},0
24977,{},0
24978,{},0
24979,{},8533973
24980,{},0
24981,Dumb and Dumber Collection,169837010
24982,{},15000000
24983,{},0
24984,{},0
24985,{},0
24986,{},0
24987,{},0
24988,The Yes Men Collection,0
24989,{},0
24990,{},0
24991,{},0
24992,{},0
24993,{},0
24994,{},0
24995,{},0
24996,Charlie Chan (Sidney Toler) Collection,0
24997,{},1189612
24998,{},0
24999,{},0
25000,{},0
25001,{},0
25002,{},0
25003,{},0
25004,{},0
25005,Painted Skin Collection,0
25006,{},10900434
25007,{},0
25008,{},0
25009,{},0
25010,{},0
25011,{},0
25012,{},0
25013,{},0
25014,{},0
25015,{},0
25016,{},0
25017,{},0
25018,{},0
25019,{},0
25020,{},0
25021,{},0
25022,{},0
25023,{},0
25024,{},123726688
25025,{},0
25026,{},0
25027,{},0
25028,{},1500000
25029,{},0
25030,{},0
25031,{},0
25032,{},0
25033,Dolphin Tale Collection,52424533
25034,{},0
25035,{},0
25036,{},0
25037,{},0
25038,{},30127963
25039,Aashiqui Collection,16000000
25040,The ABCs of Death Collection,7171
25041,{},0
25042,{},0
25043,{},0
25044,{},0
25045,{},0
25046,{},0
25047,{},0
25048,{},0
25049,{},0
25050,{},0
25051,{},0
25052,{},0
25053,{},0
25054,{},0
25055,{},0
25056,{},3721345
25057,{},0
25058,{},0
25059,{},0
25060,Valami Amerika gyűjtemény,0
25061,{},0
25062,{},0
25063,20th Century Boys Collection,31244858
25064,{},0
25065,If You Are the One (Collection),0
25066,{},0
25067,{},0
25068,{},0
25069,{},0
25070,V/H/S Collection,2756
25071,{},0
25072,{},0
25073,{},0
25074,{},0
25075,{},0
25076,{},0
25077,{},0
25078,{},0
25079,{},0
25080,{},0
25081,{},0
25082,{},0
25083,{},561085
25084,Lupin the Third Collection,0
25085,The Monkey King Collection,0
25086,{},857522
25087,{},0
25088,{},0
25089,{},0
25090,{},0
25091,{},0
25092,{},14618727
25093,{},0
25094,{},0
25095,{},0
25096,{},29494
25097,{},93820758
25098,{},0
25099,Les Tuche,0
25100,{},0
25101,{},0
25102,{},0
25103,{},0
25104,Care Bears Collection,2608000
25105,{},0
25106,{},0
25107,{},0
25108,{},0
25109,Alien Nation Collection,0
25110,Alien Nation Collection,0
25111,Alien Nation Collection,0
25112,Alien Nation Collection,0
25113,{},0
25114,{},0
25115,{},0
25116,{},0
25117,{},0
25118,{},0
25119,{},0
25120,{},0
25121,{},0
25122,{},0
25123,{},0
25124,{},0
25125,{},0
25126,Jurassic Park Collection,1513528810
25127,{},0
25128,{},3003169
25129,{},0
25130,{},0
25131,{},0
25132,{},0
25133,{},0
25134,Asterix and Obelix (Animation) Collection,0
25135,{},0
25136,{},0
25137,{},0
25138,{},0
25139,{},0
25140,{},0
25141,Cat Stevens y Hutch Bessy Trilogy,0
25142,{},0
25143,{},0
25144,{},0
25145,{},0
25146,{},0
25147,{},0
25148,{},0
25149,{},0
25150,{},4214668
25151,{},0
25152,Horrible Bosses Collection,107670357
25153,{},0
25154,{},0
25155,{},0
25156,{},0
25157,The 36th Chamber of Shaolin Collection,0
25158,{},0
25159,{},0
25160,{},0
25161,The Doctor Series,0
25162,The Doctor Series,0
25163,The Doctor Series,0
25164,{},0
25165,{},0
25166,{},0
25167,{},0
25168,{},0
25169,{},0
25170,{},0
25171,{},0
25172,{},0
25173,Dr. Dolittle Collection,0
25174,Dr. Dolittle Collection,0
25175,{},0
25176,{},0
25177,{},0
25178,DragonHeart Collection,0
25179,{},0
25180,{},0
25181,{},0
25182,Drunken Master Collection,0
25183,{},0
25184,{},0
25185,{},0
25186,{},0
25187,{},0
25188,{},0
25189,{},0
25190,{},0
25191,{},0
25192,{},0
25193,{},0
25194,{},0
25195,{},0
25196,{},0
25197,{},0
25198,{},0
25199,{},0
25200,{},0
25201,{},0
25202,{},0
25203,{},0
25204,{},0
25205,{},0
25206,{},0
25207,{},0
25208,{},0
25209,{},0
25210,{},0
25211,{},0
25212,{},0
25213,{},0
25214,{},0
25215,{},0
25216,{},0
25217,{},0
25218,{},0
25219,{},0
25220,{},170000
25221,{},0
25222,{},0
25223,{},0
25224,{},0
25225,{},0
25226,Madagascar Collection,373552094
25227,{},0
25228,{},0
25229,{},0
25230,{},0
25231,{},21571189
25232,{},0
25233,{},0
25234,{},1625847
25235,{},0
25236,{},15520023
25237,{},0
25238,{},0
25239,{},0
25240,{},0
25241,{},43884652
25242,{},0
25243,{},0
25244,{},259207227
25245,{},0
25246,{},0
25247,{},0
25248,The Maze Runner Collection,311256926
25249,{},0
25250,{},0
25251,{},0
25252,{},0
25253,{},0
25254,{},0
25255,{},0
25256,{},0
25257,{},0
25258,{},0
25259,{},0
25260,{},0
25261,{},0
25262,{},0
25263,{},0
25264,{},0
25265,{},0
25266,{},0
25267,{},0
25268,{},0
25269,{},0
25270,{},0
25271,{},0
25272,{},0
25273,{},0
25274,{},0
25275,{},0
25276,{},0
25277,{},0
25278,{},0
25279,{},0
25280,The Doctor Series,0
25281,{},0
25282,{},0
25283,{},0
25284,{},0
25285,{},0
25286,{},0
25287,{},0
25288,{},0
25289,{},0
25290,{},0
25291,{},0
25292,{},0
25293,{},0
25294,{},0
25295,{},0
25296,Nativity Collection,0
25297,{},0
25298,{},0
25299,{},0
25300,Trailer Park Boys Collection,0
25301,{},0
25302,{},0
25303,{},0
25304,{},0
25305,{},0
25306,{},0
25307,{},0
25308,{},0
25309,{},0
25310,{},0
25311,{},0
25312,{},0
25313,{},0
25314,{},0
25315,{},0
25316,{},0
25317,{},0
25318,{},0
25319,{},0
25320,{},0
25321,{},0
25322,{},0
25323,{},0
25324,{},0
25325,{},0
25326,{},0
25327,{},0
25328,{},0
25329,{},0
25330,{},1851517
25331,{},0
25332,{},0
25333,{},0
25334,{},0
25335,{},0
25336,{},0
25337,{},0
25338,{},0
25339,{},0
25340,{},0
25341,{},0
25342,{},0
25343,{},0
25344,{},0
25345,{},0
25346,{},0
25347,Cleopatra Jones,0
25348,{},0
25349,{},0
25350,{},0
25351,{},0
25352,{},0
25353,{},0
25354,{},0
25355,Home Alone Collection,0
25356,{},0
25357,{},0
25358,{},0
25359,The Protector Collection,3302463
25360,{},0
25361,{},0
25362,The Omen Collection,0
25363,Ninjas vs. Collection,0
25364,{},1310673
25365,{},0
25366,{},0
25367,{},0
25368,{},0
25369,{},0
25370,{},0
25371,{},0
25372,{},2450846
25373,{},0
25374,{},0
25375,{},457163
25376,{},0
25377,{},0
25378,{},0
25379,{},0
25380,{},0
25381,{},0
25382,{},0
25383,{},0
25384,{},0
25385,{},0
25386,{},0
25387,{},0
25388,{},0
25389,{},0
25390,{},0
25391,Six Swedes Collection,0
25392,{},0
25393,Cinderella Story Collection,0
25394,{},0
25395,{},0
25396,{},0
25397,{},0
25398,Bring It On Collection,0
25399,{},0
25400,{},0
25401,{},0
25402,{},0
25403,{},0
25404,{},0
25405,{},0
25406,{},0
25407,{},0
25408,{},0
25409,{},0
25410,{},0
25411,{},0
25412,{},0
25413,{},0
25414,{},0
25415,{},0
25416,{},0
25417,{},0
25418,Jarhead Collection,0
25419,{},0
25420,{},0
25421,{},0
25422,{},0
25423,{},0
25424,{},0
25425,{},0
25426,Jingle All the Way Collection,0
25427,{},350006
25428,{},0
25429,{},0
25430,{},0
25431,{},0
25432,The Hobbit Collection,956019788
25433,{},0
25434,{},66787908
25435,{},163442937
25436,{},1171559
25437,{},0
25438,{},0
25439,{},0
25440,{},0
25441,{},0
25442,Zorro Collection,0
25443,{},0
25444,{},0
25445,{},0
25446,{},0
25447,{},0
25448,{},0
25449,Ringo Collection,0
25450,Ringo Collection,0
25451,{},0
25452,{},0
25453,{},0
25454,{},0
25455,{},0
25456,{},0
25457,{},0
25458,{},0
25459,{},0
25460,{},0
25461,{},0
25462,{},7888102
25463,{},0
25464,{},0
25465,{},0
25466,{},0
25467,House of the Dead Collection,0
25468,{},0
25469,{},0
25470,{},0
25471,{},0
25472,{},0
25473,{},0
25474,{},0
25475,{},0
25476,{},0
25477,Flower and Snake Collection,0
25478,{},0
25479,{},0
25480,{},0
25481,{},0
25482,{},0
25483,Grey Gardens Collection,0
25484,{},0
25485,{},0
25486,{},0
25487,{},0
25488,{},0
25489,{},0
25490,{},0
25491,{},0
25492,{},0
25493,{},0
25494,{},0
25495,{},0
25496,{},0
25497,{},0
25498,{},27187375
25499,{},395000
25500,{},0
25501,{},0
25502,{},0
25503,{},0
25504,{},0
25505,{},0
25506,{},0
25507,{},3494070
25508,{},12007070
25509,{},52501541
25510,{},0
25511,{},0
25512,{},0
25513,{},0
25514,{},0
25515,{},0
25516,{},0
25517,{},0
25518,{},25434291
25519,{},0
25520,{},0
25521,{},0
25522,{},0
25523,{},0
25524,{},0
25525,{},0
25526,{},0
25527,{},0
25528,{},0
25529,{},0
25530,{},0
25531,{},0
25532,{},0
25533,{},0
25534,{},0
25535,{},0
25536,{},0
25537,{},0
25538,{},0
25539,{},0
25540,{},0
25541,{},0
25542,{},0
25543,{},28883511
25544,{},0
25545,{},212902372
25546,{},0
25547,Il Maresciallo Giraldi Collection,0
25548,Il Maresciallo Giraldi Collection,0
25549,{},0
25550,Il Maresciallo Giraldi Collection,0
25551,Il Maresciallo Giraldi Collection,0
25552,Il Maresciallo Giraldi Collection,0
25553,{},0
25554,Il Maresciallo Giraldi Collection,0
25555,{},0
25556,Il Maresciallo Giraldi Collection,0
25557,Il Maresciallo Giraldi Collection,0
25558,{},0
25559,Il Maresciallo Giraldi Collection,0
25560,{},0
25561,Il Maresciallo Giraldi Collection,0
25562,{},0
25563,{},0
25564,{},0
25565,{},461162
25566,{},0
25567,{},0
25568,{},0
25569,{},0
25570,{},0
25571,{},0
25572,{},0
25573,{},0
25574,{},12342632
25575,{},0
25576,Kingsman Collection,414351546
25577,{},0
25578,{},0
25579,{},0
25580,{},0
25581,Night at the Museum Collection,349424282
25582,{},0
25583,{},0
25584,{},0
25585,{},0
25586,{},0
25587,{},0
25588,{},12666
25589,{},0
25590,{},0
25591,{},0
25592,{},0
25593,{},0
25594,{},0
25595,{},0
25596,{},0
25597,{},0
25598,{},0
25599,{},0
25600,{},0
25601,{},0
25602,{},0
25603,{},0
25604,{},0
25605,{},0
25606,Little Nicholas Collection,0
25607,{},0
25608,{},0
25609,{},0
25610,{},0
25611,{},0
25612,{},0
25613,{},0
25614,{},0
25615,{},0
25616,{},0
25617,{},0
25618,{},0
25619,{},0
25620,{},0
25621,{},0
25622,{},0
25623,{},0
25624,{},0
25625,{},53213633
25626,{},0
25627,{},0
25628,{},0
25629,{},0
25630,{},0
25631,{},0
25632,{},0
25633,{},0
25634,The Carry On Collection,0
25635,The Carry On Collection,0
25636,{},0
25637,{},0
25638,{},2390525
25639,{},0
25640,{},0
25641,{},0
25642,{},0
25643,{},0
25644,{},0
25645,{},0
25646,{},0
25647,{},0
25648,{},0
25649,{},0
25650,Anche gli angeli - Collezione,0
25651,{},0
25652,{},0
25653,{},0
25654,{},0
25655,{},0
25656,{},0
25657,{},0
25658,{},0
25659,{},0
25660,{},0
25661,{},0
25662,{},0
25663,{},0
25664,{},114178613
25665,{},4684165
25666,{},0
25667,{},0
25668,{},0
25669,The Prophecy Collection,0
25670,{},0
25671,{},0
25672,{},0
25673,{},0
25674,{},0
25675,{},0
25676,{},0
25677,{},0
25678,{},0
25679,{},0
25680,{},0
25681,{},0
25682,{},0
25683,{},0
25684,{},0
25685,{},0
25686,{},0
25687,{},0
25688,{},0
25689,Anche gli angeli - Collezione,0
25690,{},0
25691,{},0
25692,{},0
25693,{},0
25694,{},0
25695,Trilogy Marseillaise,0
25696,{},0
25697,FernGully Collection,0
25698,{},0
25699,{},0
25700,{},0
25701,{},0
25702,{},0
25703,{},0
25704,{},0
25705,{},0
25706,{},0
25707,{},0
25708,{},0
25709,{},0
25710,{},0
25711,{},0
25712,{},0
25713,{},0
25714,{},0
25715,{},0
25716,{},0
25717,{},0
25718,{},0
25719,{},0
25720,{},0
25721,{},0
25722,{},0
25723,{},0
25724,L'allenatore nel pallone - Collezione,10743767
25725,{},0
25726,{},0
25727,Sharpe Collection,0
25728,Sharpe Collection,0
25729,Sharpe Collection,0
25730,Sharpe Collection,0
25731,{},0
25732,{},0
25733,{},0
25734,{},0
25735,{},0
25736,{},0
25737,{},0
25738,{},0
25739,{},0
25740,"Silent Night, Deadly Night Collection",0
25741,{},0
25742,{},0
25743,{},0
25744,{},0
25745,{},0
25746,{},0
25747,{},9216
25748,{},0
25749,{},0
25750,{},0
25751,{},0
25752,{},0
25753,{},0
25754,{},0
25755,{},0
25756,{},0
25757,{},0
25758,{},0
25759,{},0
25760,{},0
25761,{},133821816
25762,{},0
25763,{},120000000
25764,{},0
25765,{},0
25766,{},0
25767,{},92100
25768,{},0
25769,{},0
25770,{},0
25771,{},0
25772,{},0
25773,{},0
25774,{},73706
25775,{},0
25776,{},0
25777,{},0
25778,{},0
25779,{},0
25780,{},0
25781,{},0
25782,{},0
25783,{},0
25784,{},0
25785,{},0
25786,{},0
25787,{},0
25788,{},1645711
25789,{},0
25790,{},0
25791,{},0
25792,{},0
25793,{},0
25794,{},0
25795,{},0
25796,{},0
25797,{},0
25798,{},0
25799,{},0
25800,{},0
25801,{},0
25802,{},0
25803,{},12000000
25804,{},0
25805,{},0
25806,{},0
25807,{},0
25808,{},0
25809,{},0
25810,{},0
25811,{},0
25812,{},0
25813,{},55282
25814,{},0
25815,{},0
25816,{},0
25817,{},0
25818,{},0
25819,{},0
25820,{},0
25821,{},0
25822,{},0
25823,{},0
25824,{},0
25825,{},0
25826,{},0
25827,Garfield (Animation) Collection,0
25828,Garfield (Animation) Collection,0
25829,{},0
25830,{},0
25831,{},0
25832,{},0
25833,Cheech & Chong Collection,0
25834,{},0
25835,{},0
25836,{},9195
25837,{},0
25838,{},0
25839,{},104399548
25840,{},0
25841,{},0
25842,{},0
25843,{},0
25844,{},1059804
25845,"No Retreat, No Surrender Collection",108154
25846,{},0
25847,{},0
25848,{},0
25849,{},0
25850,{},0
25851,{},0
25852,{},0
25853,{},0
25854,{},0
25855,{},0
25856,{},0
25857,{},1359910
25858,{},0
25859,{},0
25860,{},0
25861,{},0
25862,{},0
25863,{},0
25864,{},0
25865,{},0
25866,{},0
25867,{},0
25868,{},0
25869,{},0
25870,{},0
25871,{},0
25872,{},0
25873,{},0
25874,{},0
25875,{},0
25876,{},0
25877,Taken Collection,325771424
25878,{},17752940
25879,{},0
25880,{},0
25881,{},0
25882,{},0
25883,{},0
25884,{},0
25885,{},0
25886,Beck Collection,0
25887,{},0
25888,{},0
25889,{},0
25890,{},0
25891,{},0
25892,{},0
25893,{},0
25894,{},0
25895,{},0
25896,{},0
25897,{},0
25898,{},0
25899,{},0
25900,{},0
25901,{},0
25902,{},0
25903,{},0
25904,{},0
25905,{},0
25906,{},0
25907,The Terminator Collection,440603537
25908,{},0
25909,{},0
25910,{},0
25911,{},0
25912,{},0
25913,{},0
25914,{},0
25915,{},0
25916,{},0
25917,{},0
25918,{},0
25919,{},15504
25920,The Woman in Black Collection,26501323
25921,{},0
25922,{},0
25923,{},0
25924,{},30955
25925,{},0
25926,{},0
25927,{},0
25928,{},0
25929,{},0
25930,{},0
25931,{},0
25932,{},0
25933,{},0
25934,{},0
25935,Johan Falk GSI Collection,0
25936,Johan Falk GSI Collection,0
25937,Johan Falk GSI Collection,0
25938,Johan Falk GSI Collection,0
25939,Freche Mädchen Filmreihe,0
25940,Freche Mädchen Filmreihe,0
25941,{},0
25942,{},0
25943,{},0
25944,{},0
25945,{},0
25946,{},0
25947,{},0
25948,{},0
25949,{},0
25950,{},0
25951,{},0
25952,{},0
25953,{},0
25954,{},0
25955,{},0
25956,{},0
25957,{},0
25958,{},0
25959,{},0
25960,{},0
25961,{},0
25962,I due carabinieri Collecion,0
25963,{},0
25964,{},0
25965,{},0
25966,{},0
25967,{},0
25968,{},0
25969,{},0
25970,{},0
25971,{},0
25972,{},0
25973,{},0
25974,{},0
25975,{},0
25976,{},0
25977,{},0
25978,{},0
25979,{},0
25980,{},0
25981,{},0
25982,{},0
25983,{},0
25984,{},0
25985,{},0
25986,Korengal Valley Documentaries,0
25987,The Hire,0
25988,The Hire,0
25989,The Hire,0
25990,The Hire,0
25991,The Hire,0
25992,The Hire,0
25993,{},2483130
25994,The Reef Collection,0
25995,{},0
25996,{},0
25997,{},0
25998,Disney Buddies Collection,0
25999,{},0
26000,{},0
26001,{},0
26002,{},0
26003,{},0
26004,{},0
26005,{},0
26006,Viy Collection,34592118
26007,{},0
26008,{},0
26009,{},0
26010,{},0
26011,{},0
26012,{},0
26013,{},0
26014,{},0
26015,{},0
26016,{},0
26017,{},0
26018,{},0
26019,{},0
26020,{},0
26021,{},0
26022,The Water of the Hills,0
26023,{},0
26024,{},0
26025,{},0
26026,{},0
26027,{},0
26028,{},0
26029,{},0
26030,{},0
26031,101 Dalmatians (Animated) Collection,0
26032,{},0
26033,{},98441954
26034,National Lampoon’s Van Wilder Collection,0
26035,V: The Collection,0
26036,{},0
26037,{},0
26038,Highlander Collection,0
26039,{},0
26040,Seed Collection,0
26041,StreetDance Collection,0
26042,{},0
26043,{},0
26044,{},0
26045,{},10000000
26046,Wrong Turn Collection,0
26047,{},0
26048,{},1
26049,{},0
26050,{},0
26051,{},0
26052,{},0
26053,{},0
26054,{},32230907
26055,{},23000000
26056,V: The Collection,0
26057,{},0
26058,Shark.Attack,0
26059,{},0
26060,{},0
26061,{},694600
26062,{},0
26063,{},0
26064,{},0
26065,{},0
26066,{},0
26067,Save The Last Dance Collection,0
26068,{},0
26069,{},0
26070,{},0
26071,{},0
26072,{},16337881
26073,{},1675381
26074,{},0
26075,{},0
26076,{},0
26077,{},0
26078,{},0
26079,{},0
26080,{},0
26081,Rest Stop Collection,0
26082,The Sabata Collection,0
26083,{},0
26084,{},7205
26085,{},0
26086,{},0
26087,{},14674076
26088,{},0
26089,{},0
26090,{},0
26091,{},0
