,belongs_to_collection,id,title,vote_average,vote_count
20562,{},145135.0,Dark Skies,6.1,668.0
20563,{},13442.0,Zig Zag,6.5,11.0
20564,{},155941.0,Blue Swallow,7.0,1.0
20565,{},73293.0,Empty Nest,6.3,4.0
20566,{},99480.0,I am Jesus,5.0,1.0
20567,{},133783.0,Marie Kroyer,5.8,6.0
20568,{},130739.0,A Coffee in Berlin,7.0,113.0
20569,Journey to the West Collection,170657.0,Journey to the West: Conquering the Demons,6.8,95.0
20570,{},156937.0,Holy Wars,8.0,1.0
20571,{},14591.0,911 in Plane Site,8.0,5.0
20572,{},56744.0,Murder in Greenwich,4.0,6.0
20573,Maniac Cop Collection,28090.0,Maniac Cop 2,5.3,42.0
20574,{},236035.0,Gunfighter's Moon,5.5,2.0
20575,{},128682.0,A Movie,7.3,12.0
20576,Fantômas Serial,56508.0,Fantômas: In the Shadow of the Guillotine,6.7,13.0
20577,{},126132.0,The Act of Seeing with One's Own Eyes,7.1,12.0
20578,{},159480.0,On the Last Verse - A Small Film About Death,2.5,2.0
20579,{},24479.0,"Look, Up in the Sky: The Amazing Story of Superman",6.9,5.0
20580,{},203329.0,ARAL. Fishing in an Invisible Sea,7.7,3.0
20581,{},67556.0,The Suitor,6.4,6.0
20582,{},90228.0,Yoyo,5.9,9.0
20583,{},143796.0,As Long as You've Got Your Health,6.3,4.0
20584,{},81005.0,Jack the Giant Slayer,5.5,2634.0
20585,{},85502.0,East Meets West,5.0,1.0
20586,The Last Exorcism Collection,146203.0,The Last Exorcism Part II,4.4,204.0
20587,{},103162.0,Lenny Bruce: Swear to Tell the Truth,9.5,1.0
20588,{},86244.0,Verboten!,4.9,5.0
20589,{},53399.0,The Solitude of Prime Numbers,5.5,70.0
20590,{},129112.0,Wadjda,7.2,125.0
20591,{},59255.0,The Unintentional Kidnapping of Mrs. Elfriede Ott,6.6,9.0
20592,{},43650.0,The Legend of Sleepy Hollow,7.1,24.0
20593,G.I. Joe (Live-Action) Collection,72559.0,G.I. Joe: Retaliation,5.4,3045.0
20594,{},71325.0,With Every Heartbeat,6.8,48.0
20595,{},74052.0,My Name Is Juani,3.5,12.0
20596,{},86825.0,Stoker,6.5,895.0
20597,{},152259.0,Phantom,5.5,120.0
20598,{},139244.0,The Tale of Sweeney Todd,5.5,4.0
20599,{},138906.0,Le Grand Amour,6.0,3.0
20600,{},157117.0,Sound City,7.4,90.0
20601,{},68728.0,Oz: The Great and Powerful,5.7,3576.0
20602,Síť (kolekce),9834.0,The Net 2.0,4.9,25.0
20603,{},28485.0,Satan's Blood,6.3,8.0
20604,{},14850.0,Tripping the Rift: The Movie,5.1,12.0
20605,{},82866.0,Fog City Mavericks,0.0,0.0
20606,{},102362.0,Dead Man Down,5.9,646.0
20607,The Croods Collection,49519.0,The Croods,6.8,2447.0
20608,{},148820.0,Land of Milk and Honey,6.0,2.0
20609,{},159412.0,The Thick-Walled Room,7.0,2.0
20610,{},143946.0,I Will Buy You,8.3,3.0
20611,{},44158.0,This Movie Is Broken,3.9,5.0
20612,{},85039.0,Life 2.0,6.5,8.0
20613,{},82079.0,Sons of Perdition,6.6,5.0
20614,{},72841.0,Last Call at the Oasis,7.0,2.0
20615,{},133183.0,The Child,4.6,9.0
20616,{},42455.0,And Now The Screaming Starts,6.4,12.0
20617,{},17728.0,Wieners,5.1,16.0
20618,{},80709.0,The Borrowers,6.2,17.0
20619,{},180016.0,First Person Plural,0.0,0.0
20620,{},70121.0,First Target,1.3,3.0
20621,{},59883.0,Age of the Dragons,4.3,39.0
20622,The Incredible Hulk (TV Movie) Collection,26883.0,The Trial of the Incredible Hulk,4.9,15.0
20623,{},136403.0,Populaire,6.6,190.0
20624,{},71809.0,Central Park,8.5,2.0
20625,{},159414.0,The Inheritance,5.7,3.0
20626,{},160324.0,"Hello, Friend",6.0,1.0
20627,{},88812.0,The Hucksters,6.4,4.0
20628,{},127372.0,Emperor,6.1,99.0
20629,{},60534.0,The Silence,6.5,37.0
20630,{},140443.0,The Girl,5.9,14.0
20631,{},4868.0,Genghis Khan,6.2,9.0
20632,{},268674.0,Shadow Boxers,0.0,0.0
20633,{},127962.0,Leviathan,6.8,26.0
20634,{},139948.0,Burn,7.1,7.0
20635,{},93394.0,Elevator,5.1,51.0
20636,{},44114.0,Paper Castles,5.6,10.0
20637,{},51853.0,Accomplices,5.6,11.0
20638,{},68443.0,The Glass Menagerie,6.7,3.0
20639,{},80890.0,The Great Gatsby,5.8,6.0
20640,{},190167.0,9500 Liberty,0.0,0.0
20641,{},89924.0,Wild Guitar,5.2,5.0
20642,{},29103.0,The Sadist,6.4,15.0
20643,{},95775.0,Clip,5.2,35.0
20644,{},103734.0,Herman's House,4.6,4.0
20645,{},101557.0,Westward the Women,6.6,10.0
20646,{},158386.0,A Thousand Cuts,4.3,6.0
20647,{},440145.0,Pablo's Hippos,8.0,1.0
20648,{},89185.0,Radio Rebel,5.9,196.0
20649,{},35558.0,StarStruck,6.3,231.0
20650,{},81250.0,Geek Charming,6.0,188.0
20651,{},140697.0,Elevator,3.0,1.0
20652,{},117978.0,In Their Skin,5.2,46.0
20653,{},150117.0,I Give It a Year,5.4,348.0
20654,{},124459.0,The Incredible Burt Wonderstone,5.3,732.0
20655,{},122081.0,Spring Breakers,5.0,1580.0
20656,{},30198.0,The Red Spectacles,4.8,6.0
20657,{},62301.0,Stray Dog: Kerberos Panzer Cops,6.3,6.0
20658,{},81225.0,Abendland,5.5,2.0
20659,{},126186.0,Shanghai Calling,5.7,7.0
20660,{},144789.0,I'm So Excited!,5.8,219.0
20661,{},80437.0,The Finger,0.0,0.0
20662,{},150211.0,The Frozen,4.2,14.0
20663,{},169730.0,Amber Lake,5.7,3.0
20664,{},103198.0,Unspeakable Acts,3.5,4.0
20665,{},40859.0,Dry Movie,7.3,3.0
20666,{},72882.0,Operation: Daybreak,6.9,14.0
20667,{},40878.0,The Crossing,6.5,7.0
20668,{},206266.0,Shining Night: A Portrait of Composer Morten Lauridsen,0.0,0.0
20669,{},158238.0,Stolen Seas,8.2,6.0
20670,{},41030.0,The Snow Creature,3.4,5.0
20671,{},49353.0,Snowbeast,3.7,9.0
20672,{},84173.0,The Atomic States Of America,4.0,1.0
20673,{},123964.0,Miss Blue Jeans,5.9,6.0
20674,{},41156.0,I Am Comic,5.9,6.0
20675,Gor Collection,31131.0,Outlaw of Gor,2.2,6.0
20676,{},158011.0,The Call,6.6,1275.0
20677,... Has Fallen Collection,117263.0,Olympus Has Fallen,6.2,3010.0
20678,{},152992.0,The Wayward Bus,0.0,0.0
20679,{},148357.0,Where Are My Children?,6.5,4.0
20680,{},156268.0,InAPPropriate Comedy,3.6,31.0
20681,{},96088.0,Gregory Crewdson: Brief Encounters,7.5,8.0
20682,{},109425.0,Blood Games,4.8,4.0
20683,{},107250.0,The Wandering Soul Murders,5.5,4.0
20684,{},210621.0,The Searchers of Happiness,0.0,0.0
20685,{},130816.0,Abraham Lincoln,5.0,7.0
20686,{},134806.0,Riders of the Purple Sage,0.0,0.0
20687,{},23524.0,Steep,4.5,2.0
20688,{},68047.0,Los Marziano,6.0,2.0
20689,{},84316.0,My Brother the Devil,6.6,21.0
20690,{},84199.0,The First Time,7.1,725.0
20691,{},55892.0,Mezzo Forte,6.0,7.0
20692,{},140846.0,Company,7.0,4.0
20693,{},167305.0,Kill for Me,5.7,39.0
20694,{},94551.0,The Christine Jorgensen Story,0.0,0.0
20695,{},188524.0,Moving Out,0.0,0.0
20696,{},126748.0,The Baby Dance,5.5,2.0
20697,{},247695.0,The Inspectors,6.5,2.0
20698,{},62130.0,El Big Bang de Tunguska,7.0,1.0
20699,{},119001.0,The Big Circus,7.0,1.0
20700,{},43550.0,My Last Five Girlfriends,5.6,11.0
20701,{},30631.0,The Kiss,6.5,2.0
20702,{},20016.0,Trailer Park of Terror,4.8,24.0
20703,{},55861.0,The Task,4.9,30.0
20704,{},25038.0,2:22,5.2,13.0
20705,{},146313.0,The Cottage,4.3,10.0
20706,{},189364.0,Miguel and William,5.0,3.0
20707,{},179668.0,The Brussels Business,6.2,3.0
20708,{},46972.0,Big Girls Don't Cry... They Get Even,4.6,5.0
20709,{},128748.0,Curse of the Blair Witch,6.4,12.0
20710,{},281583.0,The Substitute,0.0,1.0
20711,{},198146.0,Upperworld,7.0,1.0
20712,{},34496.0,Storage,6.6,7.0
20713,{},117923.0,Assassin's Bullet,3.3,25.0
20714,{},121875.0,In the House,7.3,259.0
20715,{},109416.0,30 Beats,3.3,5.0
20716,{},120399.0,The King Is Dead!,5.6,7.0
20717,{},100814.0,Nazty Nuisance,1.0,1.0
20718,{},45562.0,An Ungentlemanly Act,4.3,4.0
20719,{},97367.0,The Place Beyond the Pines,6.8,1689.0
20720,{},78215.0,Into the White,6.9,96.0
20721,{},127867.0,The Brass Teapot,5.8,165.0
20722,{},173153.0,Phil Spector,5.9,37.0
20723,{},75626.0,For the Love of a Dog,3.8,2.0
20724,{},51249.0,Alabama Moon,6.3,18.0
20725,{},96999.0,Smitty,4.3,3.0
20726,{},72710.0,The Host,6.0,1859.0
20727,{},54328.0,Ocean Heaven,7.1,21.0
20728,{},83735.0,Angel Dog,3.0,2.0
20729,{},59419.0,The Best and the Brightest,4.4,9.0
20730,{},119634.0,Two Little Boys,6.3,9.0
20731,{},58197.0,A Beautiful Life,0.0,0.0
20732,{},70736.0,A Bird of the Air,5.5,7.0
20733,{},96404.0,A Breed Apart,5.0,6.0
20734,{},59441.0,A Bag of Hammers,6.0,25.0
20735,{},65650.0,The Good Doctor,5.0,52.0
20736,{},77880.0,The Whale,5.0,8.0
20737,{},144340.0,Admission,5.5,307.0
20738,{},62878.0,Riverworld,4.3,14.0
20739,{},160660.0,Confidential Agent,4.3,8.0
20740,{},131822.0,Kuningas Litmanen,7.0,1.0
20741,{},20989.0,18 Fingers of Death!,5.0,3.0
20742,{},142989.0,A Get2Gether,6.0,1.0
20743,{},219302.0,A Man Called Gannon,0.0,0.0
20744,Don Collection,17501.0,Don : The Chase Begins Again,7.3,68.0
20745,{},18034.0,A Bunch of Amateurs,6.2,6.0
20746,{},111667.0,Night Across the Street,7.5,4.0
20747,{},116466.0,The Flat,6.4,8.0
20748,{},96535.0,Patience (After Sebald),5.0,1.0
20749,{},23790.0,Magadheera,7.2,23.0
20750,{},34601.0,Three Way,4.4,8.0
20751,{},60579.0,Hey Ram,6.7,10.0
20752,{},5686.0,A Night in Heaven,5.5,4.0
20753,{},26547.0,'Twas the Night Before Christmas,5.9,11.0
20754,Dr. Dolittle Collection,18843.0,Dr. Dolittle 3,4.5,82.0
20755,The Blind Dead Collection,28067.0,The Ghost Galleon,4.8,12.0
20756,{},189359.0,Marvin Gaye What's going on Life and Death of Marvin Gaye,0.0,0.0
20757,{},19809.0,Copper Mountain,2.9,8.0
20758,{},75720.0,One Life,7.2,24.0
20759,{},158739.0,Blue Caprice,5.8,42.0
20760,{},127509.0,Bad 25,6.9,8.0
20761,{},111098.0,Solemn Promise,3.5,3.0
20762,{},63840.0,Huddersfield,6.7,5.0
20763,{},136698.0,Underground: The Julian Assange Story,5.8,18.0
20764,{},55144.0,Lush Life,3.8,2.0
20765,Cyborg 009 Collection,127544.0,009 Re: Cyborg,5.7,11.0
20766,{},91694.0,Ace Attorney,5.8,29.0
20767,{},54356.0,Emmauksen tiellä,7.0,2.0
20768,{},14607.0,Loaded,4.0,14.0
20769,{},148034.0,The Elusive Summer of '68,6.6,7.0
20770,Krrish Collection,25516.0,Koi... Mil Gaya,6.4,37.0
20771,{},55663.0,Dinosaurus!,5.0,10.0
20772,{},31389.0,Miss Cast Away,2.7,5.0
20773,{},87090.0,Business as Usual,0.0,0.0
20774,{},79816.0,Thank God He Met Lizzie,5.0,3.0
20775,{},51355.0,The Rough House,5.6,8.0
20776,{},109428.0,Evil Dead,6.4,1754.0
20777,{},68727.0,Trance,6.5,975.0
20778,{},3146.0,The War of the Gargantuas,6.3,9.0
20779,{},102524.0,The Machine That Kills Bad People,6.8,5.0
20780,{},224992.0,Chasing Beauty,6.5,4.0
20781,{},54093.0,Killing Bono,6.3,26.0
20782,{},93828.0,Welcome to the Punch,5.7,284.0
20783,{},128136.0,My Awkward Sexual Adventure,5.6,60.0
20784,{},133698.0,Fly Me to the Moon,5.6,196.0
20785,{},58483.0,A Family,6.0,5.0
20786,{},173294.0,Papadopoulos & Sons,5.7,15.0
20787,{},81619.0,Better This World,6.8,6.0
20788,{},40798.0,Americano,5.9,8.0
20789,{},85449.0,Skylab,6.3,23.0
20790,{},158231.0,Putzel,1.0,1.0
20791,{},57993.0,The Mountain,6.8,7.0
20792,{},64875.0,The Fighting Prince of Donegal,7.0,1.0
20793,{},44895.0,Poor White Trash,3.9,7.0
20794,{},25290.0,Year of the Jellyfish,6.1,11.0
20795,{},3052.0,Don't Make Waves,6.4,8.0
20796,{},412109.0,The King of Texas,0.0,0.0
20797,{},84171.0,About Face: Supermodels Then and Now,5.0,1.0
20798,{},51167.0,According to Spencer,4.0,2.0
20799,{},152938.0,National Geographic: Hitler's Stealth Fighter,0.0,0.0
20800,{},81579.0,One Lucky Elephant,8.0,1.0
20801,{},44671.0,Racing Dreams,6.8,9.0
20802,{},89049.0,The Staircase,7.9,22.0
20803,{},124080.0,Shepard & Dark,6.0,4.0
20804,{},54994.0,Teenage Paparazzo,6.4,9.0
20805,{},202132.0,50 Children: The Rescue Mission of Mr. and Mrs. Kraus,0.0,0.0
20806,{},75612.0,Oblivion,6.4,4862.0
20807,{},100089.0,Nazis at the Center of the Earth,3.2,38.0
20808,{},92484.0,The Fourth State,4.9,14.0
20809,{},55956.0,God's Puzzle,6.2,3.0
20810,{},171337.0,Siberian Education,6.7,138.0
20811,{},59963.0,Dark Tide,4.8,61.0
20812,{},198001.0,Bernice Bobs Her Hair,0.0,0.0
20813,{},84179.0,Bones Brigade: An Autobiography,7.9,20.0
20814,{},60281.0,To the Wonder,5.9,164.0
20815,{},109410.0,42,6.8,795.0
20816,{},293089.0,The Prodigal Son,5.0,1.0
20817,{},85510.0,Ladybug Ladybug,6.6,5.0
20818,{},86577.0,Happy,7.1,21.0
20819,{},125140.0,The Truth of Lie,5.0,1.0
20820,{},417399.0,The Castle of Cloads,0.0,0.0
20821,{},62325.0,Bhutto,4.9,5.0
20822,{},76809.0,Black Rose Ascension,0.0,0.0
20823,{},117534.0,E Aí... Comeu?,5.8,20.0
20824,{},24527.0,Undefeatable,6.6,13.0
20825,{},60573.0,The Burning Bed,6.0,9.0
20826,{},43314.0,A Lawless Street,4.6,10.0
20827,{},34269.0,Across the Wide Missouri,4.9,7.0
20828,{},96090.0,Seeking Asian Female,5.0,1.0
20829,{},126250.0,Love Is All You Need,6.2,86.0
20830,{},140448.0,Downeast,0.0,0.0
20831,{},78056.0,U2: From the Sky Down,6.5,7.0
20832,{},103707.0,Afghan Luke,4.8,7.0
20833,{},32599.0,Alex in Wonderland,6.7,3.0
20834,{},149469.0,Carne de gallina,5.5,2.0
20835,{},110420.0,Wolf Children,8.0,483.0
20836,{},50221.0,Mugabe and the White African,6.0,4.0
20837,{},62472.0,Battle in Outer Space,5.4,7.0
20838,{},56419.0,Tesla: Master of Lightning,5.7,3.0
20839,{},37757.0,Never Sleep Again: The Elm Street Legacy,8.2,37.0
20840,{},127517.0,Disconnect,6.9,459.0
20841,{},186606.0,iSteve,5.0,20.0
20842,{},46451.0,All American Orgy,3.0,5.0
20843,{},81623.0,The Colors of the Mountain,7.5,14.0
20844,{},65646.0,The Eternal Return,7.1,4.0
20845,{},43023.0,Konga,4.3,6.0
20846,{},43113.0,The H-Man,6.3,5.0
20847,Scary Movie Collection,4258.0,Scary Movie 5,4.6,813.0
20848,{},40864.0,Last Cowboy Standing,8.0,3.0
20849,{},102001.0,Like Someone in Love,7.3,60.0
20850,{},13647.0,The Invincible Iron Man,5.5,43.0
20851,{},63686.0,Thor: Tales of Asgard,6.2,53.0
20852,{},78432.0,Before Your Eyes,7.4,7.0
20853,{},42699.0,"Yongary, Monster from the Deep",4.0,10.0
20854,{},92837.0,To the Arctic,5.7,7.0
20855,{},134374.0,Pain & Gain,6.1,1595.0
20856,{},74394.0,The Holding,5.6,11.0
20857,Vampires Suck Collection,80384.0,Breaking Wind,3.7,61.0
20858,{},71508.0,The Taming of the Shrew,10.0,1.0
20859,{},29886.0,The Bride Came C.O.D.,7.8,8.0
20860,{},31664.0,Mexican Hayride,6.0,5.0
20861,{},169934.0,Iron Man: Rise of Technovore,5.2,61.0
20862,{},15257.0,Hulk vs. Wolverine,6.8,48.0
20863,{},30675.0,Planet Hulk,6.7,108.0
20864,{},137563.0,A Band Called Death,7.1,36.0
20865,{},176124.0,Home Run,6.3,25.0
20866,{},121606.0,Resolution,6.3,74.0
20867,{},84204.0,Grabbers,6.0,140.0
20868,{},106021.0,Erased,5.6,251.0
20869,{},25693.0,Albino Farm,4.0,10.0
20870,{},97767.0,Always in My Heart,5.5,2.0
20871,Justice League (Animated) Collection,76589.0,Justice League: Doom,7.1,197.0
20872,{},229768.0,Living on One Dollar,6.6,36.0
20873,{},44865.0,The Grandmaster,6.3,280.0
20874,{},44692.0,The Magnetic Monster,5.9,12.0
20875,{},82106.0,After Office Hours,6.0,2.0
20876,{},110830.0,American Kickboxer,3.4,6.0
20877,{},183015.0,American Kickboxer 2,5.0,3.0
20878,{},179179.0,American Winter,0.0,1.0
20879,{},221656.0,Polly of the Circus,5.5,2.0
20880,{},50787.0,Going to Pieces: The Rise and Fall of the Slasher Film,7.6,26.0
20881,{},24133.0,One-Eyed Monster,5.2,22.0
20882,{},55524.0,Prinsessa Ruusunen,0.0,0.0
20883,{},36549.0,Yesterday Was a Lie,6.0,4.0
20884,{},130804.0,Sofia's Last Ambulance,7.3,4.0
20885,{},109414.0,This Is the End,6.2,2394.0
20886,Iron Man Collection,68721.0,Iron Man 3,6.8,8951.0
20887,{},18089.0,Miss Austen Regrets,5.4,21.0
20888,{},42603.0,Valentino,5.4,10.0
20889,{},128201.0,Revolution,4.9,4.0
20890,Charlie Chan (Warner Oland) Collection,38453.0,The Black Camel,5.2,10.0
20891,{},19688.0,Middle of Nowhere,6.1,20.0
20892,{},166076.0,Superman: Unbound,6.6,109.0
20893,{},118636.0,Zombies of the Stratosphere,4.5,2.0
20894,{},36229.0,3° kälter,0.0,0.0
20895,{},77234.0,The Numbers Station,5.3,223.0
20896,{},174321.0,The English Teacher,5.8,117.0
20897,{},179154.0,Standing Up,6.5,18.0
20898,{},91073.0,Late Autumn,6.9,22.0
20899,{},56584.0,"The Late, Great Planet Earth",1.0,1.0
20900,{},23705.0,A Better Way to Die,5.8,8.0
20901,{},57849.0,Casanova's Big Night,6.8,5.0
20902,{},20181.0,Tunnel Rats,5.1,22.0
20903,{},2966.0,"20,000 Leagues Under the Sea",4.6,13.0
20904,{},156306.0,A Successful Calamity,0.0,0.0
20905,{},103731.0,Mud,7.0,1080.0
20906,{},82662.0,L'industriale,5.0,13.0
20907,{},42587.0,Chariots of the Gods,7.1,5.0
20908,Dolemite Collection,32100.0,The Human Tornado,5.8,12.0
20909,{},19989.0,Aces 'N' Eights,5.1,6.0
20910,{},96279.0,After The Storm,2.7,3.0
20911,{},109669.0,The Tenth Man,5.3,3.0
20912,{},25117.0,Bill Hicks: Revelations,8.5,21.0
20913,The Sentimental Swordsman Collection,66209.0,Perils of the Sentimental Swordsman,4.8,2.0
20914,{},64272.0,War of the Shaolin Temple,6.0,1.0
20915,{},52225.0,Majesty,6.0,1.0
20916,{},70057.0,Dragon,6.9,79.0
20917,{},88176.0,The Lost One,6.3,4.0
20918,{},159011.0,Manhunt: The Inside Story of the Hunt for Bin Laden,6.3,4.0
20919,{},110272.0,Cheerful Weather for the Wedding,5.5,16.0
20920,{},95755.0,Small Apartments,5.7,50.0
20921,{},74257.0,Holy Flame of the  Martial World,6.4,7.0
20922,{},58954.0,The Web of Death,5.3,7.0
20923,{},19156.0,Legendary Weapons of China,6.7,9.0
20924,Ju-on Collection,26693.0,Ju-on: White Ghost,6.0,27.0
20925,Ju-on Collection,36917.0,Ju-on: Black Ghost,4.6,22.0
20926,The South Shaolin Master Collection,56763.0,The South Shaolin Master,8.0,1.0
20927,{},31700.0,Cold Steel,6.0,3.0
20928,{},101501.0,The Afflicted,4.0,12.0
20929,{},165739.0,Pawn,5.4,54.0
20930,{},53101.0,Manborg,5.0,24.0
20931,{},25272.0,Under the Salt,5.8,5.0
20932,{},106849.0,Henry IV Part 1,4.5,2.0
20933,{},172631.0,Family Weekend,6.2,64.0
20934,{},105787.0,The Woman Who Wasn't There,6.7,14.0
20935,{},53619.0,Sergeant Dead Head,0.0,0.0
20936,{},139463.0,The Scapegoat,6.5,23.0
20937,{},127728.0,8:46,6.5,4.0
20938,{},98541.0,Hungry for Change,7.2,19.0
20939,{},48254.0,Ovosodo,6.9,57.0
20940,{},106851.0,Henry IV Part 2,0.0,0.0
20941,{},53197.0,A Grin Without a Cat,8.3,4.0
20942,{},112823.0,Numéro Deux,7.7,3.0
20943,{},108419.0,Empire,4.0,7.0
20944,{},40852.0,American Bandits: Frank and Jesse James,3.8,2.0
20945,{},45736.0,Shaolin Temple,6.1,10.0
20946,The Sentimental Swordsman Collection,149961.0,The Sentimental Swordsman,6.0,4.0
20947,{},64988.0,Descendant of the Sun,4.3,2.0
20948,{},68761.0,A Brooklyn State of Mind,5.0,1.0
20949,{},14921.0,Three and Out,6.1,12.0
20950,{},94901.0,About Cherry,4.4,91.0
20951,{},60540.0,Sushi Girl,5.4,46.0
20952,{},77439.0,Where The Road Meets The Sun,4.3,2.0
20953,{},19568.0,Airspeed,3.3,3.0
20954,{},191024.0,The Arrested Development Documentary Project,6.2,7.0
20955,{},27699.0,The Awful Dr. Orlof,6.1,9.0
20956,{},101297.0,"Tomorrow, the World!",6.5,1.0
20957,{},21522.0,Enter the Phoenix,6.4,9.0
20958,{},72525.0,Syrup,5.7,87.0
20959,{},39889.0,The Candy Snatchers,6.8,8.0
20960,Fortress Collection,11119.0,Fortress 2,4.6,51.0
20961,{},82501.0,The Woman in the Fifth,5.0,29.0
20962,{},183171.0,Dangerous Corner,0.0,0.0
20963,{},86023.0,The Intruder,4.7,3.0
20964,{},64682.0,The Great Gatsby,7.3,3885.0
20965,{},26293.0,Hurt,3.8,9.0
20966,{},100224.0,How Much Wood Would a Woodchuck Chuck,7.3,8.0
20967,{},124085.0,Hyenas,7.3,4.0
20968,{},104871.0,Sicilia!,7.0,2.0
20969,{},128847.0,Lesson Plan,0.0,0.0
20970,{},61904.0,Lady Terminator,5.7,11.0
20971,{},8768.0,The Little Thief,5.8,6.0
20972,{},31560.0,A Blueprint for Murder,5.4,7.0
20973,{},31715.0,A Huey P. Newton Story,0.0,0.0
20974,{},137474.0,An Affair of the Heart,0.0,0.0
20975,{},84391.0,My Sucky Teen Romance,6.1,7.0
20976,Star Trek: Alternate Reality Collection,54138.0,Star Trek Into Darkness,7.4,4479.0
20977,{},72834.0,Sweet Home,8.4,4.0
20978,{},208700.0,The Last Chance: Diary of Comedians,5.0,1.0
20979,{},118059.0,An American Romance,5.7,3.0
20980,{},166773.0,Andrew Dice Clay: Indestructible,0.0,0.0
20981,{},278111.0,Angels Don't Sleep Here,2.5,3.0
20982,{},137499.0,Foreverland,6.9,5.0
20983,{},60270.0,Wish You Were Here,5.2,26.0
20984,{},39319.0,Tales of Vesperia: The First Strike,5.8,7.0
20985,{},123431.0,Reincarnated,6.3,32.0
20986,{},116741.0,The Internship,6.1,1691.0
20987,{},23112.0,Bliss,7.1,14.0
20988,{},48227.0,La Soufrière,7.8,10.0
20989,{},83664.0,The Man with a Cloak,7.5,3.0
20990,{},82594.0,Spine Tingler! The William Castle Story,8.0,2.0
20991,{},55576.0,Last Stand at Saber River,3.7,3.0
20992,{},235373.0,The Flaying,6.0,1.0
20993,{},28258.0,The Secret Six,5.0,4.0
20994,{},39386.0,The Corsican File,5.9,90.0
20995,Zatôichi: The Blind Swordsman,42601.0,Zatôichi Meets Yojimbo,6.9,18.0
20996,{},21862.0,Deep in the Valley,4.8,28.0
20997,{},149101.0,King of Katoren,9.5,2.0
20998,{},155596.0,Tokyo Trial,5.0,1.0
20999,{},149155.0,"Harvest: 3,000 Years",7.5,2.0
21000,{},37269.0,My Fake Fiance,5.6,78.0
21001,Sissi Collection,458.0,Sissi: The Young Empress,7.0,73.0
21002,{},106388.0,As You Like It,0.0,0.0
21003,{},134397.0,Below the Belt,3.5,2.0
21004,{},74460.0,"Aries Spears: Hollywood, Look I'm Smiling",4.5,2.0
21005,{},139933.0,Kiss of the Damned,4.9,44.0
21006,{},128216.0,Stories We Tell,7.1,77.0
21007,{},16150.0,Darkon,6.7,6.0
21008,{},39333.0,180° South: Conquerors of the Useless,6.6,20.0
21009,{},41738.0,After Alice,3.5,2.0
21010,{},27861.0,Mimino,7.6,16.0
21011,{},97686.0,The Jeffrey Dahmer Files,5.6,25.0
21012,{},38875.0,Senność,5.8,4.0
21013,{},156236.0,Cycling with Molière,6.7,63.0
21014,{},168676.0,Company of Heroes,5.4,47.0
21015,{},64143.0,Three Smart Girls Grow Up,7.0,1.0
21016,{},20803.0,Ivan Vasilyevich Changes His Profession,7.8,62.0
21017,{},194668.0,New York: A Documentary Film,9.0,1.0
21018,{},133082.0,The Dead Man and Being Happy,4.9,4.0
21019,{},83382.0,Players,4.2,10.0
21020,{},83900.0,Livid,5.6,56.0
21021,{},77987.0,Only God Forgives,5.6,886.0
21022,The Hangover Collection,109439.0,The Hangover Part III,6.0,2991.0
21023,{},81576.0,Garbo: The Spy,7.7,3.0
21024,The Fast and the Furious Collection,82992.0,Fast & Furious 6,6.7,5282.0
21025,{},116711.0,Epic,6.4,1143.0
21026,Captain America 1979 Classic Collection,197467.0,Captain America,4.7,13.0
21027,{},44357.0,Seasons of the Year,7.3,7.0
21028,{},86282.0,Tie Xi Qu: West of the Tracks,9.0,4.0
21029,{},84038.0,Night at the Crossroads,4.0,3.0
21030,{},2077.0,The Rink,6.5,24.0
21031,Captain America 1979 Classic Collection,197481.0,Captain America II: Death Too Soon,3.5,10.0
21032,{},54120.0,Bastards of the Party,6.2,3.0
21033,{},152780.0,The Past,7.1,161.0
21034,{},44546.0,Lathe of Heaven,5.2,5.0
21035,{},42151.0,Down Terrace,6.3,26.0
21036,{},26146.0,My Wrongs 8245-8249 And 117,5.9,9.0
21037,{},95771.0,Bush Mama,5.0,1.0
21038,{},55657.0,"Surrender, Dorothy",3.8,7.0
21039,{},43357.0,The Twonky,4.0,2.0
21040,{},119933.0,The Merchant of Venice,0.0,0.0
21041,{},28424.0,The Loss of a Teardrop Diamond,5.5,11.0
21042,{},137182.0,The Broken Circle Breakdown,7.7,341.0
21043,{},118931.0,After School Midnighters,6.5,2.0
21044,{},121725.0,Life Back Then,6.0,2.0
21045,The Devil's Carnival Collection,100493.0,The Devil's Carnival,5.3,33.0
21046,{},121986.0,Frances Ha,7.3,358.0
21047,{},104755.0,The Lords of Salem,5.1,244.0
21048,{},18146.0,Up Periscope,5.6,9.0
21049,{},70757.0,Alive and Ticking,6.2,18.0
21050,{},94841.0,Cell Count,3.9,7.0
21051,{},119675.0,Behind the Candelabra,6.6,307.0
21052,{},128873.0,India: Matri Bhumi,5.5,2.0
21053,{},130824.0,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,9.5,10.0
21054,{},81534.0,The Parade,6.7,36.0
21055,{},60152.0,L.A. Zombie,4.3,6.0
21056,{},39193.0,Firecracker,6.0,2.0
21057,{},293552.0,At the River I Stand,0.0,0.0
21058,{},106263.0,National Lampoon's Attack of the 5 Ft. 2 Women,0.0,0.0
21059,{},189650.0,Babies For Sale,0.0,0.0
21060,{},80034.0,Earth's Final Hours,4.8,18.0
