,crew,title,release_date,return,budget,revenue
22604,Frank Pierson,Dirty Pictures,2000-05-27,0.0,0,0
22605,John E. Hudgens,American Scary,2006-10-21,0.0,0,0
22606,David M. Rosenthal,A Single Shot,2013-02-09,inf,0,18642
22607,Anders Nilsson,When Darkness Falls,2006-10-20,0.0,0,0
22608,Anders Nilsson,Zero Tolerance,1999-10-29,0.0,0,0
22609,Bruno Podalydès,The Mystery of the Yellow Room,2003-06-11,0.0,0,0
22610,Henri Verneuil,A Monkey in Winter,1962-05-11,0.0,0,0
22611,A. Edward Sutherland,Murders in the Zoo,1933-03-31,0.0,0,0
22612,Harry Beaumont,Are You Listening?,1932-03-20,0.0,0,0
22613,,We Need a Vacation,2004-07-24,0.0,0,0
22614,Stéphane Giusti,Why Not Me?,1999-01-06,0.0,0,0
22615,Brett Simmons,Husk,2011-01-28,0.0,0,0
22616,Brett Whitcomb,The Rock-afire Explosion,2009-01-01,0.0,0,0
22617,Morris Engel,Weddings and Babies,1958-01-31,0.0,0,0
22618,Servando González,Yanco,1961-11-01,0.0,0,0
22619,Alekos Sakellarios,Το Ξύλο Βγήκε Από Τον Παράδεισο,1959-11-16,0.0,0,0
22620,Alekos Sakellarios,"My Daughter, the Socialist",1966-10-12,0.0,0,0
22621,Diego Kaplan,Two Plus Two,2012-08-16,0.0,0,0
22622,Michelle Danner,Hello Herman,2012-06-05,0.0,1500000,0
22623,Paul Mazursky,Blume In Love,1973-06-17,0.0,0,0
22624,Tobe Hooper,Eggshells,1969-01-01,0.0,100000,0
22625,Scott W. Mckinlay,Gag,2006-01-11,0.0,0,0
22626,Stacie Passon,Concussion,2013-04-04,0.0,0,0
22627,Fernando Barreda Luna,Atrocious,2010-10-15,0.0,0,0
22628,Uli Edel,Curse of the Ring,2004-11-19,0.0,23000000,0
22629,Steven Bernstein,Decoding Annie Parker,2014-05-02,0.024195,2000000,48390
22630,Alekos Sakellarios,"Λατέρνα, Φτώχεια και Γαρύφαλλο",1954-03-31,0.0,0,0
22631,Alekos Sakellarios,The Auntie from Chicago,1957-12-16,0.0,0,0
22632,Russell Solberg,Forced to Kill,1994-05-18,0.0,0,0
22633,Jeremy Borash,Forever Hardcore: The Documentary,2005-02-15,0.0,0,0
22634,Emanuel Hoss-Desmarais,Whitewash,2013-04-19,0.0,0,0
22635,Alexandra Pelosi,Friends of God: A Road Trip with Alexandra Pelosi,2007-01-25,0.0,0,0
22636,Rick Rowley,The Fourth World War,2003-04-27,0.0,0,0
22637,Atıl Inaç,Zincirbozan,2007-04-13,0.0,0,0
22638,Sonny Laguna,Blood Runs Cold,2011-10-03,0.0,5000,0
22639,Wesley Ruggles,True Confession,1937-12-24,0.0,0,0
22640,Jay Oliva,Justice League: War,2014-02-02,1.47295,3500000,5155325
22641,Noriaki Yuasa,Gamera vs. Viras,1968-03-20,0.0,0,0
22642,Marina de Van,Dark Touch,2013-09-27,0.0,0,0
22643,Andrew Dosunmu,Mother of George,2013-01-18,0.0,0,0
22644,Tudor Giurgiu,Of Snails and Men,2012-09-14,0.0,0,0
22645,Daniel Sánchez Arévalo,Cousinhood,2011-02-04,0.0,0,0
22646,Ayan Mukherjee,Yeh Jawaani Hai Deewani,2013-05-31,5.974025974025974,7700000,46000000
22647,Godfrey Reggio,Visitors,2013-09-08,0.0,0,0
22648,Christian Duguay,Coco Chanel,2008-09-13,0.0,0,0
22649,Marion Cajori,"Louise Bourgeois: The Spider, The Mistress And The Tangerine",2008-06-28,0.0,0,0
22650,Lutz Hachmeister,The Goebbels Experiment,2005-04-13,0.0,0,0
22651,Tony Maylam,The Riddle of the Sands,1979-10-02,0.0,0,0
22652,Katerina Kitidi,Catastroika,2012-02-11,0.0,0,0
22653,Yılmaz Erdoğan,Vizontele Tuuba,2004-01-21,4.651492,3000000,13954476
22654,Joris Ivens,The Spanish Earth,1937-07-10,0.0,0,0
22655,Babak Najafi,Easy Money II,2012-08-16,0.0,0,0
22656,Davy Rothbart,Medora,2013-11-08,0.0,0,0
22657,Harald Philipp,Rampage at Apache Wells,1965-08-25,0.0,0,0
22658,Stéphane Aubier,Ernest & Celestine,2012-12-12,0.6478696303341133,12516654,8109160
22659,Fred F. Sears,Wyoming Renegades,1954-03-27,0.0,0,0
22660,Gregg Champion,The Simple Life Of Noah Dearborn,1999-05-09,0.0,0,0
22661,Joachim Lafosse,Private Lessons,2008-02-04,0.0,0,0
22662,Mehdi Ben Attia,The String,2009-05-12,0.0,0,0
22663,Walter Lang,Love Before Breakfast,1936-03-09,0.0,0,0
22664,Georges Perec,The Man Who Sleeps,1974-04-24,0.0,0,0
22665,Brett Simmons,The Monkey's Paw,2013-10-08,0.0,0,0
22666,Greg Whiteley,Mitt,2014-01-17,0.0,0,0
22667,Joel Allen Schroeder,Dear Mr. Watterson,2013-11-15,0.0,0,0
22668,Johnny Hickey,Oxy-Morons,2011-10-02,0.0,3500000,0
22669,Amir Shervan,Samurai Cop,1991-11-30,0.0,0,0
22670,Hisayasu Satô,Splatter: Naked Blood,1996-02-20,0.0,0,0
22671,George T. Miller,Frozen Assets,1992-10-23,0.0,0,0
22672,Anthony Hickox,Full Eclipse,1993-11-27,0.0,0,0
22673,Martial Fougeron,My Son,2006-03-07,0.0,0,0
22674,Sophie Fiennes,Over Your Cities Grass Will Grow,2011-10-27,0.0,0,0
22675,Howard R. Cohen,Space Raiders,1983-07-01,0.0,0,0
22676,Blair Erickson,Banshee Chapter,2013-08-26,0.0,950000,0
22677,Morgan O'Neill,Drift,2013-07-23,0.0,11000000,0
22678,Larry Elikann,A Letter to Three Wives,1985-12-16,0.0,0,0
22679,Giorgio Stegani,Beyond the Law,1968-04-10,0.0,0,0
22680,D.W. Griffith,America,1924-02-21,0.0,0,0
22681,David Moreau,It Boy,2013-03-06,0.0,0,0
22682,Daniele Anastasion,The Redemption of General Butt Naked,2011-01-01,0.0,0,0
22683,Milton Katselas,Report to the Commissioner,1975-02-05,0.0,0,0
22684,Milton Katselas,40 Carats,1973-06-28,0.0,0,0
22685,Molly Bernstein,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2012-10-04,0.0,500000,0
22686,Mika Kaurismäki,The House of Branching Love,2009-08-21,0.0,0,0
22687,Yves Simoneau,America,2009-01-01,0.0,0,0
22688,Lowell Sherman,Bachelor Apartment,1931-04-15,0.0,0,0
22689,Jason O'Malley,Backstreet Dreams,1990-09-29,0.0,0,0
22690,Larry Cohen,Full Moon High,1981-01-01,0.0,0,0
22691,Les Rose,Gas,1981-07-01,0.0,0,0
22692,Stuart Beattie,"I, Frankenstein",2014-01-22,1.0946860307692308,65000000,71154592
22693,Junji Shimizu,Yu☆Gi☆Oh!,1999-03-06,0.0,0,0
22694,Ken'ichi Takeshita,Yu-Gi-Oh! 3D: Bonds Beyond Time,2010-01-23,0.0,2017928,0
22695,Byron Haskin,From the Earth to the Moon,1958-11-26,0.0,0,0
22696,Ronald V. Ashcroft,The Astounding She-Monster,1958-04-10,0.0,0,0
22697,Anthony Hickox,Last Run,2001-07-01,0.0,0,0
22698,Susanna White,Generation Kill,2008-07-13,0.0,0,0
22699,Doug Liman,Getting In,1994-12-07,0.0,0,0
22700,Louis C.K.,Tomorrow Night,1998-01-23,0.0,0,0
22701,Geoff Moore,Better Living Through Chemistry,2014-03-14,0.0150286,5000000,75143
22702,Paul Ziller,Snakehead Terror,2004-01-01,0.0,0,0
22703,Paul Ziller,Beyond Loch Ness,2008-01-05,0.0,0,0
22704,Denis Villeneuve,Enemy,2013-12-31,inf,0,3396726
22705,Neil Mackay,Battleground,2012-01-01,0.0,1000000,0
22706,Michealene Cristini Risley,Tapestries of Hope,2010-09-28,0.0,0,0
22707,Cao Hamburger,Xingu,2012-04-06,0.0,0,0
22708,Joaquim Leitão,Adam and Eve,1995-12-22,0.0,0,0
22709,Joaquim Leitão,Tentação,1997-12-26,0.0,0,0
22710,Navot Papushado,Big Bad Wolves,2013-04-21,inf,0,33232
22711,Ramon Zürcher,The Strange Little Cat,2013-02-11,0.0,0,0
22712,Emily Kunstler,William Kunstler Disturbing the Universe,2009-06-02,0.0,0,0
22713,Jan Hřebejk,Kawasaki's Rose,2009-12-21,0.0,0,0
22714,Mahsun Kırmızıgül,I Saw the Sun,2009-01-01,0.0,0,0
22715,Clarence Brown,Come Live with Me,1941-01-31,0.0,0,0
22716,Daniel Millican,Striking Range,2006-06-01,0.0,0,0
22717,Alain Guiraudie,Stranger by the Lake,2013-05-17,0.0,0,0
22718,Jason Reitman,Labor Day,2013-12-27,1.126434,18000000,20275812
22719,Xavier Dolan,Tom at the Farm,2014-04-16,0.0,0,0
22720,David Lambert,Beyond the Walls,2012-12-05,0.0,0,0
22721,Bavo Defurne,North Sea Texas,2011-03-16,0.0,0,0
22722,Lauren Montgomery,Wonder Woman,2009-03-03,0.0,0,0
22723,Deborah Chow,Flowers in the Attic,2014-01-18,0.0,0,0
22724,Harry Beaumont,Speedway,1929-10-07,0.0,0,0
22725,Erich Hörtnagl,Cry in the Woods,2004-04-02,0.0,0,0
22726,Paul Ziller,Android Apocalypse,2006-06-24,0.0,1000000,0
22727,Colin Nutley,Heartbreak Hotel,2006-03-24,0.0,0,0
22728,Eddy Matalon,Blackout,1978-08-25,0.0,0,0
22729,Patrice Leconte,French Fried Vacation 3,2006-01-01,0.0,0,0
22730,Bruce D. Clark,Hammer,1972-07-04,0.0,0,0
22731,,The Sleep Room,1998-03-31,0.0,0,0
22732,Jonas Pate,The Grave,1996-01-01,0.0,4000000,0
22733,Joe Tornatore,Grotesque,1988-09-09,0.0,0,0
22734,Gary Rosen,Sink or Swim,1997-09-19,0.0,0,0
22735,Jean-Pierre Jeunet,The Young and Prodigious T.S. Spivet,2013-10-16,0.2877208787878788,33000000,9494789
22736,,BBOY for LIFE,2012-12-30,0.0,0,0
22737,Cirio H. Santiago,Killer Instinct,1988-01-01,0.0,0,0
22738,,Behind Enemy Lines,1997-05-23,0.0,0,0
22739,Patrik Syversen,Manhunt,2008-01-04,0.0,0,0
22740,Just Jaeckin,Gwendoline,1984-02-07,inf,0,1337274
22741,Lucio Fulci,Warriors of the Year 2072,1984-01-28,0.0,0,0
22742,Eric Valette,The Prey,2011-04-12,0.0,0,0
22743,Amos Poe,The Blank Generation,1976-01-13,0.0,0,0
22744,Mark Jones,Scorned,2013-11-14,0.0,1700000,0
22745,Jean Vigo,À propos de Nice,1930-05-28,0.0,0,0
22746,Juan José Campanella,"Same Love, Same Rain",1999-01-01,0.0,0,0
22747,Benjamin Cantu,Harvest,2011-02-16,0.0,0,0
22748,Pin-Chuan Kao,The Soul of Bread,2012-02-03,0.0,0,0
22749,Jeffrey Hornaday,Teen Beach Movie,2013-07-19,0.0,0,0
22750,Russell Mulcahy,Tale of the Mummy,1998-03-19,0.0,0,0
22751,Aitor Merino,Asier ETA biok,2014-01-17,0.0,0,0
22752,Harry Beaumont,Faithless,1932-10-15,0.0,0,0
22753,Satsuo Yamamoto,Zatôichi the Outlaw,1967-08-12,0.0,0,0
22754,Kenji Misumi,Zatôichi Challenged,1967-12-30,0.0,0,0
22755,Noriaki Yuasa,Gamera vs. Guiron,1969-03-21,0.0,0,0
22756,Sebastián Lelio,Gloria,2013-02-10,inf,0,2107925
22757,Richard Berry,"I, Cesar",2003-04-09,0.0,6844180,0
22758,Tim Matheson,Behind Enemy Lines III: Colombia,2009-01-06,0.0,0,0
22759,Daniel Lind Lagerlöf,The Confession,2001-01-01,0.0,0,0
22760,Frank Lloyd,Berkeley Square,1933-09-15,0.0,0,0
22761,William D. Russell,Best of the Badmen,1951-08-09,0.0,0,0
22762,George Clooney,The Monuments Men,2014-01-24,2.214057642857143,70000000,154984035
22763,Rachid Bouchareb,Just Like a Woman,2012-12-14,0.0,0,0
22764,Phil Lord,The Lego Movie,2014-02-06,7.819344866666666,60000000,469160692
22765,Norman Taurog,We're Not Dressing,1934-04-27,0.0,0,0
22766,Richard Wallace,Man of the World,1931-03-28,0.0,0,0
22767,Elie Wajeman,Aliyah,2012-09-19,0.0,0,0
22768,Yam Laranas,The Road,2011-11-30,0.0,0,0
22769,José Padilha,RoboCop,2014-01-30,2.0224080416666665,120000000,242688965
22770,Nicolas Roeg,Samson and Delilah,1996-12-08,0.0,0,0
22771,Jonathan Sobol,The Art of the Steal,2013-09-11,inf,0,64065
22772,Frank Capra,Rain or Shine,1930-08-15,0.0,0,0
22773,Charles de Lauzirika,Crave,2012-10-18,0.0,0,0
22774,Gottfried Reinhardt,Betrayed,1954-09-07,0.0,0,0
22775,Gordon Douglas,Between Midnight and Dawn,1950-10-01,0.0,0,0
22776,Lars von Trier,Nymphomaniac: Vol. II,2013-12-25,inf,0,2227167
22777,Enrico Casarosa,La luna,2011-01-01,0.0,0,0
22778,Peter Flinth,A Place in the Sun,2012-08-29,0.0,3000000,0
22779,John Erman,A Streetcar Named Desire,1984-03-04,0.0,0,0
22780,Glenn A. Jordan,A Streetcar Named Desire,1995-10-24,0.0,0,0
22781,Albert Magnoli,American Anthem,1986-06-27,0.0,0,0
22782,Dan Mirvish,Between Us,2012-09-13,0.0,0,0
22783,Gérard Jugnot,Monsieur Batignole,2002-03-06,0.0,0,0
22784,Sami Kettunen,Eternal Flame of Gehenna,2011-01-01,0.0,0,0
22785,Wilho Ilmari,Tukkijoella,1928-11-05,0.0,0,0
22786,Philippe de Broca,Viper In The Fist,2004-10-06,0.0,0,0
22787,Jean-François Davy,Les Aiguilles rouges,2006-05-10,0.0,7677765,0
22788,Bryan Goluboff,Beware the Gonzo,2010-04-22,0.0,0,0
22789,Harry Horner,"Beware, My Lovely",1952-08-07,0.0,0,0
22790,Arch Oboler,Bewitched,1945-07-04,0.0,0,0
22791,Josef Rusnak,Beyond,2012-03-29,0.0,0,0
22792,Alexandre Coffre,The Volcano,2013-10-02,0.0,0,0
22793,Dieudonné M'bala M'bala,Metastases,2012-03-01,0.0,0,0
22794,Phil Karlson,Hornet's Nest,1970-09-08,0.0,0,0
22795,Godfrey Reggio,Evidence,1995-10-02,0.0,0,0
22796,Jonathan Paley,Schooled: The Price of College Sports,2013-10-16,0.0,0,0
22797,Joe Lynch,Knights of Badassdom,2013-01-21,0.0,0,0
22798,Dick Sebast,The Secret of NIMH 2: Timmy to the Rescue,1998-12-22,0.0,0,0
22799,Carsten Myllerup,Midsummer,2003-07-18,0.0,0,0
22800,Peter Collinson,Ten Little Indians,1974-09-24,0.0,0,0
22801,Çağan Irmak,Alone,2008-01-01,0.0,0,0
22802,Çağan Irmak,Ulak,2008-02-25,0.0,0,0
22803,Valentin Vaala,The Gypsy Charmer,1929-11-03,0.0,0,0
22804,Bill Siegel,The Trials of Muhammad Ali,2013-08-23,0.0,0,0
22805,Alain Resnais,You Ain't Seen Nothin' Yet,2012-09-01,0.0,0,0
22806,Gregorio Rocha,Los rollos perdidos de Pancho Villa,2003-03-21,0.0,0,0
22807,David Ayer,Sabotage,2014-03-28,0.5002433714285714,35000000,17508518
22808,Gordon Chan,The Four,2012-07-12,0.0,0,0
22809,Maria Blom,HalloHallo,2014-02-07,0.0,0,0
22810,Farhan Akhtar,Don 2: The King is Back,2011-12-23,0.0,0,0
22811,Subhash Ghai,Pardes,1997-01-01,0.0,0,0
22812,Majid Majidi,The Father,1996-01-01,0.0,0,0
22813,Jørgen Lerdam,"Niko 2 - Little Brother, Big Trouble",2012-10-12,inf,0,17000000
22814,Pekka Lehtosaari,Quest for a Heart,2007-12-14,0.0,6000000,0
22815,George Sherman,The Wizard of Baghdad,1961-03-03,0.0,0,0
22816,Grover Babcock,A Certain Kind of Death,2003-01-01,0.0,0,0
22817,Ovidio G. Assonitis,Beyond the Door,1975-07-31,0.0,350000,0
22818,Michael Webber,The Elephant in the Living Room,2011-04-08,0.0,0,0
22819,Gilles Peso,Ray Harryhausen: Special Effects Titan,2011-11-27,0.0,0,0
22820,Ian Roumain,That Guy... Who Was in That Thing,2012-01-01,0.0,0,0
22821,Pascal Chaumeil,A Long Way Down,2014-03-20,inf,0,7176347
22822,Bernard Campan,The Three Brothers: The Return,2014-02-12,0.0,13640000,0
22823,Roman Polanski,Venus in Fur,2013-05-28,inf,0,342183
22824,Jesús Franco,Devil Hunter,1980-12-05,0.0,0,0
22825,Craig Clyde,Storm Rider,2013-10-22,0.0,0,0
22826,Johnnie To,Don't Go Breaking My Heart,2011-03-31,0.0,0,0
22827,Arnold Fanck,S.O.S. Iceberg,1933-08-30,0.0,0,0
22828,Scott Coffey,Adult World,2013-04-18,0.0,0,0
22829,Chris Nelson,Date and Switch,2014-02-14,0.0,0,0
22830,Gisaburō Sugii,Night on the Galactic Railroad,1985-07-13,0.0,0,0
22831,Terry Gilliam,The Zero Theorem,2014-01-02,0.090671294117647,8500000,770706
22832,Shana Feste,Endless Love,2014-02-12,1.703896,20000000,34077920
22833,Akiva Goldsman,Winter's Tale,2014-02-13,0.5133371833333333,60000000,30800231
22834,Herschel Faber,Cavemen,2013-10-26,0.0,0,0
22835,Marvin Kren,Blood Glacier,2013-09-27,0.0,0,0
22836,Buddy Giovinazzo,The Theatre Bizarre,2011-07-15,0.0,0,0
22837,Curtis Bowers,Agenda Grinding America Down,2010-09-03,0.0,0,0
22838,Henry Koster,The Story of Ruth,1960-06-17,0.0,0,0
22839,Julian Schlossberg,No Nukes,1980-07-18,0.0,0,0
22840,Hua Shan,Super Inframan,1975-01-01,0.0,0,0
22841,Erin Davies,Fagbug,2009-04-20,0.0,0,0
22842,Emmanuel Itier,Attila,2013-12-31,0.0,0,0
22843,Norman Mailer,Beyond the Law,1968-01-01,0.0,0,0
22844,A. Edward Sutherland,Beyond Tomorrow,1940-01-01,0.0,0,0
22845,George Cukor,Bhowani Junction,1956-05-01,0.0,0,0
22846,Miranda Bowen,Women in Love,2011-06-14,0.0,0,0
22847,David Charhon,On the Other Side of the Tracks,2012-12-15,inf,0,25109572
22848,David Gordon Green,Joe,2014-04-11,0.59136675,4000000,2365467
22849,Tom Clegg,The Inside Man,1985-01-01,0.0,0,0
22850,Fernando E. Solanas,The Journey,1992-04-30,0.0,0,0
22851,Fernando E. Solanas,Social Genocide,2004-03-18,0.0,0,0
22852,Fernando E. Solanas,Argentina latente,2007-05-24,0.0,0,0
22853,Jean Rouch,Jaguar,1967-01-01,0.0,0,0
22854,Scott Lew,Bickford Shmeckler's Cool Ideas,2006-06-02,0.0,0,0
22855,Lance W. Dreesen,Big Bad Wolf,2006-10-25,0.0,0,0
22856,Emmett Malloy,Big Easy Express,2012-03-17,0.0,0,0
22857,Robert Aldrich,Big Leaguer,1953-08-19,0.0,0,0
22858,Paul Andresen,Big Money Rustlas,2010-08-14,0.0,0,0
22859,Harry Baweja,Love Story 2050,2008-07-04,0.25,20000000,5000000
22860,Nick Ryan,The Summit,2012-10-12,0.0,0,0
22861,Brett Whitcomb,GLOW: The Story of the Gorgeous Ladies of Wrestling,2012-08-21,0.0,33157,0
22862,Paul Blackthorne,This American Journey,2013-10-22,0.0,0,0
22863,Hajime Tsuburaya,Ultraman,1967-07-21,0.0,0,0
22864,Philippe de Broca,The African,1983-10-22,0.0,0,0
22865,Tze Chun,Cold Comes the Night,2013-09-20,inf,0,16971
22866,Merzak Allouache,Chouchou,2003-03-19,0.0,0,0
22867,Cláudio Torres,The Invisible Woman,2009-06-05,0.0,0,0
22868,Rob Pearlstein,Someone Marry Barry,2014-02-07,0.0,0,0
22869,Ryuta Tazaki,Gamera the Brave,2006-11-11,0.0,0,0
22870,Jean-François Laguionie,The Painting,2011-11-22,inf,0,11229
22871,Jan-Willem Breure,Are All Men Pedophiles?,2012-02-29,0.0,0,0
22872,Brian Hill,Climate of Change,2010-05-12,0.0,0,0
22873,Yves Simoneau,Bury My Heart At Wounded Knee,2007-05-27,0.0,0,0
22874,Corey Michael Eubanks,Bigfoot: The Unforgettable Encounter,1994-01-01,0.0,0,0
22875,Sean McNamara,The Cutting Edge: Going for the Gold,2006-02-07,0.0,3000000,0
22876,Douglas Sirk,Meet Me at the Fair,1953-01-01,0.0,0,0
22877,Harry W. Gerstad,13 Fighting Men,1960-03-31,0.0,0,0
22878,Ryan Murphy,Pretty/Handsome,2008-06-01,0.0,0,0
22879,Bruce LaBruce,Gerontophilia,2013-08-28,inf,0,4793
22880,Lou Ye,Mystery,2012-05-20,0.0,0,0
22881,Paul Grimault,The King and the Mockingbird,1980-03-19,0.0,0,0
22882,Philippe Godeau,11.6,2013-04-03,0.0,0,0
22883,Donna Davies,Nightmare Factory,2011-10-27,0.0,0,0
22884,Ezra Edelman,Magic & Bird: A Courtship of Rivals,2010-03-10,0.0,0,0
22885,Steve Pink,About Last Night,2014-02-14,3.92021472,12500000,49002684
22886,Wes Anderson,The Grand Budapest Hotel,2014-02-26,5.8200106,30000000,174600318
22887,James Griffiths,Cuban Fury,2014-02-14,0.0,0,0
22888,Jake Goldberger,Life of a King,2013-06-22,0.0,0,0
22889,Terence Nance,An Oversimplification of Her Beauty,2012-01-30,0.0,0,0
22890,Jamie Meltzer,Informant,2013-09-13,0.0,0,0
22891,Joe Swanberg,All the Light in the Sky,2012-11-03,0.0,0,0
22892,Yi'nan Diao,"Black Coal, Thin Ice",2014-06-11,0.0,0,0
22893,Lou Ye,Blind Massage,2014-02-17,0.0,0,0
22894,Trevor White,Jamesy Boy,2014-01-03,0.0,0,0
22895,Jared Cohn,Jailbait,2014-02-14,0.0,0,0
22896,Bille Woodruff,Bring It On: Fight to the Finish,2009-07-31,0.0,0,0
22897,Jeremy Kagan,Scott Joplin,1977-12-30,0.0,0,0
22898,John Lasseter,Mater and the Ghostlight,2006-07-27,0.0,0,0
22899,Jim Capobianco,Your Friend the Rat,2007-11-06,0.0,0,0
22900,Ronnie del Carmen,Dug's Special Mission,2009-11-09,0.0,0,0
22901,Björn Runge,Happy End,2011-09-23,0.0,0,0
22902,Reg Traviss,Psychosis,2010-07-19,0.0,1200000,0
22903,Martin Lund,The Almost Man,2012-09-14,0.0,0,0
22904,Andrés Baiz,Satanás - Profile of a Killer,2007-03-04,0.0,0,0
22905,Heidi Ewing,The Education of Mohammad Hussein,2012-05-14,0.0,0,0
22906,Satsuo Yamamoto,Ninja 2,1963-08-06,0.0,0,0
22907,Iván Zulueta,Rapture,1979-06-09,0.0,0,0
22908,Chantal Akerman,News from Home,1977-06-08,0.0,0,0
22909,Hany Abu-Assad,Omar,2013-05-21,0.0,0,0
22910,Imtiaz Ali,Highway,2014-02-20,0.0,0,0
22911,Sylvain Estibal,When Pigs Have Wings,2011-09-21,0.0,0,0
22912,Johnny E. Jensen,The Ditchdigger's Daughters,1997-02-23,0.0,0,0
22913,Dany Boon,Superchondriac,2014-02-26,0.0,0,0
22914,Juan Carlos Maneglia,7 Boxes,2012-08-10,0.0,0,0
22915,Nicolas Cuche,Prêt à tout,2014-01-21,0.0,0,0
22916,Anthony Marciano,The Brats,2013-04-17,0.0,0,0
22917,Eugenio Mira,Grand Piano,2013-10-11,0.0,0,0
22918,Kenji Misumi,Satan's Sword,1960-10-18,0.0,0,0
22919,Kenji Misumi,Satan's Sword: The Dragon God,1960-12-27,0.0,0,0
22920,Kazuo Mori,Satan's Sword III: The Final Chapter,1961-05-17,0.0,0,0
22921,William A. Wellman,The Boob,1926-05-17,0.0,0,0
22922,Tom Gormican,That Awkward Moment,2014-01-29,3.25613525,8000000,26049082
22923,"George Tillman, Jr.",The Inevitable Defeat of Mister & Pete,2013-10-11,0.0,0,0
22924,Christopher Nolan,Interstellar,2014-11-05,4.0916364666666665,165000000,675120017
22925,Stephen Gyllenhaal,An Amish Murder,2013-01-06,0.0,0,0
22926,Claude Lanzmann,The Last of the Unjust,2013-05-20,0.0,0,0
22927,Ataru Oikawa,Apartment 1303,2007-10-23,0.0,0,0
22928,Michael Taverna,Apartment 1303 3D,2012-12-06,0.0,5000000,0
22929,Gordon Chan,Armageddon,1997-01-01,0.0,0,0
22930,Alain Jessua,Armageddon,1977-03-16,0.0,0,0
22931,Andrew Goth,B.U.S.T.E.D,1999-03-20,0.0,0,0
22932,Urban Gad,The Abyss,1910-09-12,0.0,0,0
22933,Gregg Champion,The Gabby Douglas Story,2014-02-01,0.0,0,0
22934,Cheryl Dunn,Everybody Street,2013-04-28,0.0,0,0
22935,Guy Green,The Mark,1961-06-07,0.0,0,0
22936,John Moffitt,Bill Maher: Victory Begins at Home,2003-01-01,0.0,0,0
22937,John Moffitt,Bill Maher: '...But I'm Not Wrong',2010-02-18,0.0,0,0
22938,David Molina,Bionicle: Mask of Light,2003-09-15,0.0,0,0
22939,Hall Bartlett,All the Young Men,1960-08-26,0.0,0,0
22940,McG,3 Days to Kill,2014-02-14,1.8784999642857143,28000000,52597999
22941,Anna Frances Ewert,Into the Middle of Nowhere,2010-06-01,0.0,0,0
22942,Olivier Ducastel,Family tree,2010-02-16,0.0,0,0
22943,Rob Meltzer,Welcome to the Jungle,2013-04-27,0.0,3500000,0
22944,Jaume Collet-Serra,Non-Stop,2014-01-26,4.456192,50000000,222809600
22945,Michael Winterbottom,The Look of Love,2013-04-26,0.0,0,0
22946,David Molina,Bionicle 2: Legends of Metru Nui,2004-01-01,0.0,0,0
22947,David Molina,Bionicle 3: Web of Shadows,2005-01-01,0.0,0,0
22948,Ignacio Ferreras,Wrinkles,2011-09-19,0.0,2000000,0
22949,Peter Greenaway,Vertical Features Remake,1978-12-01,0.0,0,0
22950,Gerry Lively,The Art of War III: Retribution,2009-01-01,0.0,0,0
22951,Minoru Kawasaki,The Monster X Strikes Back: Attack the G8 Summit,2008-10-26,0.0,0,0
22952,Jeremy Lovering,In Fear,2013-04-03,0.0,0,0
22953,Penny Woolcock,One Mile Away,2013-03-29,0.0,0,0
22954,Dylan Mohan Gray,Fire In The Blood,2013-09-06,0.0,0,0
22955,Spike Jonze,Tell Them Anything You Want: A Portrait of Maurice Sendak,2009-10-14,0.0,0,0
22956,Joung Yumi,Love Games,2013-02-10,0.0,0,0
22957,Ivan Sen,Mystery Road,2013-06-05,0.0,0,0
22958,Drake Doremus,Breathe In,2013-01-18,inf,0,15000
22959,Makoto Shinkai,The Garden of Words,2013-05-31,0.0,0,0
22960,Robert Stone,Pandora's Promise,2013-06-12,0.0,0,0
22961,Nobuhiro Yamashita,A Gentle Breeze in the Village,2007-08-04,0.0,0,0
22962,Ernst Lubitsch,I Don't Want to Be a Man,1918-10-01,0.0,0,0
22963,Roy Del Ruth,Always Leave Them Laughing,1949-11-26,0.0,0,0
22964,Melville W. Brown,Behind Office Doors,1931-03-15,0.0,0,0
22965,John Brahm,Bengazi,1955-09-14,0.0,0,0
22966,Mark Baldo,Bionicle: The Legend Reborn,2009-08-24,0.0,0,0
22967,Joe Maggio,Bitter Feast,2010-07-08,0.0,0,0
22968,Rob Cowan,Messages Deleted,2009-02-05,0.0,0,0
22969,Helmut Käutner,Great Freedom No. 7,1944-12-15,0.0,0,0
22970,Jack Smight,The Traveling Executioner,1970-01-01,0.0,0,0
22971,Kazuo Mori,Ninja 3: Goemon Will Never Die!,1963-12-28,0.0,0,0
22972,Noam Murro,300: Rise of an Empire,2014-03-05,3.0689095545454546,110000000,337580051
22973,J.C. Khoury,The Pill,2011-12-16,0.0,0,0
22974,Don Weis,The Adventures of Hajji Baba,1954-10-01,0.0,0,0
22975,Robert Mulligan,The Pursuit of Happiness,1971-02-23,0.0,0,0
22976,Masayuki Suo,"Sumo Do, Sumo Don't",1992-01-15,0.0,0,0
22977,Yoshiharu Ashino,First Squad: The Moment of Truth,2009-05-13,0.0,0,0
22978,Mark Levinson,Particle Fever,2013-06-14,0.0,0,0
22979,Matti Kassila,Inspector Palmu's Error,1960-09-09,0.0,0,0
22980,Mervyn LeRoy,Any Number Can Play,1949-07-15,0.0,0,0
22981,W.S. Van Dyke,Bitter Sweet,1940-11-08,0.0,0,0
