,belongs_to_collection,id,title,vote_average,vote_count
5591,{},21294.0,The Amateur,5.0,1.0
5592,{},11340.0,Banana Joe,6.4,82.0
5593,{},42142.0,Marianne and Juliane,6.9,7.0
5594,{},11644.0,Blow Out,7.3,243.0
5595,{},33721.0,The Boogens,5.7,18.0
5596,{},36133.0,Buddy Buddy,6.2,16.0
5597,{},24124.0,The Burning,6.2,90.0
5598,{},34697.0,Butterfly,5.0,12.0
5599,{},8691.0,Cannibal Ferox,5.3,61.0
5600,{},53922.0,Carbon Copy,5.8,12.0
5601,{},66592.0,Charlie Chan and the Curse of the Dragon Queen,5.8,6.0
5602,{},6399.0,A Friend Is a Treasure,6.9,123.0
5603,{},25773.0,The Chosen,7.3,6.0
5604,{},19123.0,Knock on Wood,7.1,86.0
5605,{},26560.0,Continental Divide,5.5,28.0
5606,{},36220.0,The Creature Wasn't Nice,4.8,8.0
5607,Man of Marble/Iron Collection,225.0,Man of Iron,6.1,15.0
5608,{},24274.0,Dead & Buried,6.1,55.0
5609,{},33016.0,Deadly Blessing,5.0,32.0
5610,{},26444.0,Death Hunt,6.1,34.0
5611,{},19114.0,Endless Love,5.0,34.0
5612,Enter the Ninja Collection,17205.0,Enter the Ninja,5.5,26.0
5613,{},24740.0,The Entity,6.3,111.0
5614,{},10863.0,Eye of the Needle,6.4,49.0
5615,{},31679.0,Eyewitness,5.9,25.0
5616,Faces of Death Collection,15900.0,Faces of Death II,3.3,15.0
5617,Faces of Death Collection,12237.0,Faces of Death,4.0,40.0
5618,Faces of Death Collection,15901.0,Faces of Death III,3.4,9.0
5619,Faces of Death Collection,15902.0,Faces of Death IV,3.9,6.0
5620,Faces of Death Collection,15904.0,Faces of Death VI,2.0,1.0
5621,Faces of Death Collection,97251.0,Faces of Death: Fact or Fiction?,0.0,0.0
5622,{},12579.0,The Woman Next Door,7.0,32.0
5623,{},85058.0,First Monday in October,7.7,3.0
5624,{},23668.0,"Fort Apache, the Bronx",6.4,23.0
5625,{},70971.0,Four Friends,7.0,4.0
5626,{},25113.0,The Four Seasons,6.3,16.0
5627,{},28893.0,Galaxy of Terror,5.2,43.0
5628,{},11646.0,Gallipoli,7.1,111.0
5629,{},5062.0,The Inquisitor,7.2,27.0
5630,{},24634.0,Ghost Story,6.3,39.0
5631,{},75963.0,Going Ape!,4.0,3.0
5632,{},16124.0,Goodbye Pork Pie,8.5,4.0
5633,{},21764.0,Gregory's Girl,7.0,43.0
5634,Göta kanal collection,22435.0,Who Pulled the Plug?,5.4,12.0
5635,{},42149.0,The Hand,5.7,27.0
5636,{},37936.0,Happy Birthday to Me,6.0,40.0
5637,{},73247.0,Heartbeeps,3.8,6.0
5638,{},38255.0,Historien om Kim Skov,0.0,0.0
5639,{},46364.0,Inseminoid,3.6,22.0
5640,{},27016.0,"Ladies and Gentlemen, the Fabulous Stains",6.5,15.0
5641,{},35685.0,Lady Chatterley's Lover,5.4,16.0
5642,{},38665.0,The Legend of the Lone Ranger,3.7,14.0
5643,{},265.0,Lili Marleen,5.6,15.0
5644,The BRD Collection,2264.0,Lola,7.2,17.0
5645,{},21874.0,Looker,5.7,21.0
5646,{},41394.0,"The Looney, Looney, Looney Bugs Bunny Movie",6.6,13.0
5647,{},47957.0,Madman,5.7,32.0
5648,{},31407.0,Teddy Bear,7.8,12.0
5649,{},16471.0,Modern Problems,5.5,24.0
5650,{},63443.0,Modern Romance,6.7,14.0
5651,{},22171.0,Ms .45,6.3,66.0
5652,My Bloody Valentine Collection,39874.0,My Bloody Valentine,6.4,76.0
5653,{},25468.0,My Dinner with André,7.7,81.0
5654,{},19507.0,Neighbors,5.2,33.0
5655,{},29072.0,Night of the Zombies,0.0,0.0
5656,{},75596.0,The Night the Lights Went Out in Georgia,6.4,6.0
5657,{},42146.0,Only When I Laugh,7.0,2.0
5658,{},17450.0,Pennies from Heaven,6.3,25.0
5659,{},47886.0,Pieces,6.1,53.0
5660,Piranha Collection,31646.0,Piranha Part Two: The Spawning,3.9,41.0
5661,{},14269.0,Polyester,6.4,26.0
5662,{},41280.0,Private Lessons,6.3,23.0
5663,{},1672.0,The Professional,7.1,71.0
5664,{},35935.0,Derrida,7.5,2.0
5665,{},9645.0,Ghost Ship,5.3,540.0
5666,Jackass Collection,9012.0,Jackass: The Movie,6.1,355.0
5667,{},13098.0,Paid in Full,6.4,58.0
5668,{},13440.0,The Truth About Charlie,4.5,39.0
5669,{},12454.0,All or Nothing,7.0,33.0
5670,{},31668.0,All The Queen's Men,6.1,7.0
5671,{},41645.0,Food of Love,3.6,4.0
5672,{},1360.0,Frida,7.3,397.0
5673,{},13441.0,Roger Dodger,6.3,61.0
5674,{},45767.0,Time Changer,5.2,9.0
5675,{},14626.0,Beau Travail,7.2,35.0
5676,{},48155.0,The Big Knife,5.9,13.0
5677,James Bond Collection,12208.0,Casino Royale,5.3,153.0
5678,{},11905.0,The Company of Wolves,6.6,70.0
5679,{},39497.0,Escanaba in da Moonlight,4.4,4.0
5680,{},1941.0,Exodus,6.9,39.0
5681,{},26685.0,How to Murder Your Wife,6.3,30.0
5682,{},31918.0,"The Russians Are Coming, The Russians Are Coming",6.2,30.0
5683,{},19662.0,The World of Henry Orient,6.7,8.0
5684,{},8427.0,I Spy,5.2,276.0
5685,The Santa Clause Collection,9021.0,The Santa Clause 2,5.5,303.0
5686,{},277415.0,Besotted,0.0,0.0
5687,{},28988.0,Blackboards,6.2,12.0
5688,{},52735.0,Love in the Time of Money,5.3,1.0
5689,{},13526.0,The Weight of Water,5.6,33.0
5690,{},9280.0,Femme Fatale,6.2,142.0
5691,{},65.0,8 Mile,6.8,1676.0
5692,{},117520.0,Etoiles: Dancers of the Paris Opera Ballet,0.0,0.0
5693,{},10712.0,Far from Heaven,6.9,145.0
5694,{},27204.0,God Is Great and I'm Not,5.0,3.0
5695,{},152023.0,The Rising Place,0.0,0.0
5696,Half Past Dead Collection,10167.0,Half Past Dead,4.6,82.0
5697,Harry Potter Collection,672.0,Harry Potter and the Chamber of Secrets,7.4,5966.0
5698,{},16351.0,Ararat,5.7,16.0
5699,{},542.0,The Crime of Padre Amaro,6.2,36.0
5700,{},36584.0,Interview with the Assassin,5.6,5.0
5701,{},30192.0,Standing in the Shadows of Motown,7.0,12.0
5702,{},33251.0,The Way Home,7.1,25.0
5703,{},25466.0,Mutant Action,6.0,27.0
5704,{},50677.0,Eyes of an Angel,5.0,7.0
5705,{},2165.0,Liberty Stands Still,5.6,47.0
5706,{},25037.0,The Life and Death of Colonel Blimp,7.9,44.0
5707,{},11617.0,Rio Grande,6.8,53.0
5708,{},24909.0,The Young Americans,5.8,12.0
5709,{},81530.0,Blackrock,6.6,4.0
5710,{},34341.0,Men with Brooms,4.6,8.0
5711,{},18993.0,Mysterious Island,6.2,38.0
5712,{},53000.0,Soul Assassin,4.3,3.0
5713,Left Behind Collection,29229.0,Left Behind II: Tribulation Force,5.2,22.0
5714,{},11880.0,Dog Soldiers,6.7,227.0
5715,{},63435.0,Fingers,6.4,11.0
5716,{},80849.0,"Good Evening, Mr. Wallenberg",6.0,3.0
5717,{},1377.0,Houseboat,6.8,25.0
5718,{},11629.0,Legion of the Dead,4.5,6.0
5719,{},2528.0,Madame Bovary,6.6,19.0
5720,"Pagnol, Childhood's Memories",12716.0,My Father's Glory,7.7,58.0
5721,"Pagnol, Childhood's Memories",12717.0,My Mother's Castle,7.4,53.0
5722,The Blue Lagoon collection,13888.0,Return to the Blue Lagoon,5.2,156.0
5723,{},48524.0,Too Beautiful for You,5.7,12.0
5724,{},10750.0,Toy Soldiers,6.2,94.0
5725,{},44247.0,The Prowler,6.4,38.0
5726,{},45226.0,The Pursuit of D.B. Cooper,6.8,4.0
5727,{},96966.0,Raggedy Man,4.8,6.0
5728,{},25566.0,Ragtime,6.7,30.0
5729,{},109962.0,Rich and Famous,4.9,7.0
5730,{},109962.0,Rich and Famous,4.9,7.0
5731,{},109962.0,Rich and Famous,4.9,7.0
5732,{},109962.0,Rich and Famous,4.9,7.0
5733,{},13386.0,Ricomincio da tre,7.5,55.0
5734,{},43089.0,Roadgames,6.5,33.0
5735,{},47888.0,Rollover,5.7,8.0
5736,{},20472.0,Saturday the 14th,5.1,15.0
5737,Scanners Collection,9538.0,Scanners,6.5,248.0
5738,{},14664.0,Sharky's Machine,6.1,31.0
5739,Rocky Horror Collection,27997.0,Shock Treatment,5.8,17.0
5740,{},49934.0,Do You Remember Dolly Bell?,7.3,15.0
5741,{},84735.0,So Fine,4.9,7.0
5742,{},9317.0,Cabbage Soup,6.3,147.0
5743,{},12528.0,Southern Comfort,7.0,83.0
5744,{},47890.0,Sphinx,5.7,3.0
5745,{},69014.0,Tales of Ordinary Madness,6.6,13.0
5746,{},21515.0,Student Bodies,5.6,25.0
5747,{},42371.0,Take This Job and Shove It,3.9,5.0
5748,{},26325.0,"Tarzan, the Ape Man",3.8,24.0
5749,{},69169.0,Tattoo,6.0,5.0
5750,{},31921.0,They All Laughed,5.5,11.0
5751,{},11524.0,Thief,7.3,130.0
5752,{},109264.0,This Is Elvis,6.9,5.0
5753,{},32077.0,True Confessions,5.6,31.0
5754,{},326890.0,Revolution #9,5.0,1.0
5755,{},277724.0,Better Housekeeping,0.0,0.0
5756,James Bond Collection,36669.0,Die Another Day,5.8,1112.0
5757,{},17187.0,The Emperor's Club,6.9,99.0
5758,Friday Collection,10426.0,Friday After Next,6.0,103.0
5759,{},32625.0,Personal Velocity,5.0,11.0
5760,{},8198.0,The Quiet American,6.5,82.0
5761,{},204372.0,Smokers Only,5.0,1.0
5762,{},64.0,Talk to Her,7.5,273.0
5763,{},13376.0,Eight Crazy Nights,5.3,100.0
5764,{},15074.0,Extreme Ops,5.0,28.0
5765,{},2103.0,Solaris,5.9,378.0
5766,{},9016.0,Treasure Planet,7.2,980.0
5767,{},16028.0,They,4.6,74.0
5768,{},27070.0,Chopper Chicks in Zombietown,4.3,9.0
5769,{},5261.0,What to Do in Case of Fire?,6.3,14.0
5770,{},15514.0,I Love You Too,5.0,5.0
5771,{},23303.0,Another You,4.9,22.0
5772,Brother Collection,20992.0,Brother,6.9,54.0
5773,{},66091.0,A Cruel Romance,6.1,8.0
5774,Elling Collection,6007.0,Elling,7.0,51.0
5775,I Spit on Your Grave (Original) Collection,25239.0,I Spit on Your Grave,5.8,140.0
5776,{},42453.0,The Island at the Top of the World,5.9,19.0
5777,{},25284.0,The Last Seduction,6.7,81.0
5778,{},125337.0,The Last Seduction II,6.0,1.0
5779,{},7011.0,Making Contact,6.3,9.0
5780,{},35612.0,New Waterford Girl,7.6,7.0
5781,{},10880.0,The Noah's Ark Principle,4.1,4.0
5782,{},13945.0,The Sword and the Sorcerer,5.6,30.0
5783,Anglo-Zulu War Collection,14433.0,Zulu,7.4,137.0
5784,Analyze Collection,9932.0,Analyze That,5.7,385.0
5785,{},13369.0,Empire,6.4,33.0
5786,{},2757.0,Adaptation.,7.3,649.0
5787,{},7299.0,Equilibrium,6.9,1584.0
5788,{},78022.0,My Kingdom,4.0,2.0
5789,{},279784.0,Soap Girl,0.0,0.0
5790,{},32273.0,It All Starts Today,7.1,10.0
5791,{},26356.0,Medea,6.1,32.0
5792,{},23990.0,Scarlet Diva,5.0,11.0
5793,{},4241.0,Visitor Q,6.7,90.0
5794,{},37335.0,Bolero: Dance of Life,7.4,7.0
5795,{},34113.0,Urgh! A Music War,7.1,5.0
5796,Vabank (Collection),22257.0,Vabank,7.4,11.0
5797,Jönsson Gang,35343.0,Varning för Jönssonligan,5.8,17.0
5798,{},30142.0,"Vernon, Florida",6.9,15.0
5799,{},17360.0,Escape to Victory,6.7,163.0
5800,{},31695.0,Whose Life Is It Anyway?,6.6,8.0
5801,{},76397.0,Zoot Suit,6.9,4.0
5802,{},40952.0,Alone in the Dark,5.5,26.0
5803,{},38849.0,Android,5.6,18.0
5804,{},71524.0,Ace of Aces,6.7,24.0
5805,{},43279.0,Attack Force Z,4.2,5.0
5806,{},29743.0,Attila flagello di Dio,5.7,54.0
5807,{},41760.0,Author! Author!,5.6,23.0
5808,{},31665.0,Barbarosa,6.4,4.0
5809,{},40219.0,The Beast Within,5.3,23.0
5810,{},45840.0,Best Friends,5.3,13.0
5811,{},16363.0,The Best Little Whorehouse in Texas,5.9,41.0
5812,{},22023.0,The Border,6.1,34.0
5813,The Party Collection,171.0,The Party 2,6.3,134.0
5814,{},73116.0,Brimstone & Treacle,6.8,8.0
5815,{},26639.0,Britannia Hospital,7.5,13.0
5816,{},42124.0,Burden of Dreams,7.7,28.0
5817,{},25297.0,Cannery Row,5.5,16.0
5818,{},39274.0,The Challenge,6.6,5.0
5819,Class of 1999 Collection,11564.0,Class of 1984,6.2,67.0
5820,{},67772.0,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",4.9,14.0
5821,{},4202.0,Danton,7.0,31.0
5822,{},17590.0,Deathtrap,6.7,58.0
5823,Turkish Star Wars,20787.0,The Man Who Saves The World,5.8,12.0
5824,{},28940.0,Eating Raoul,7.0,32.0
5825,{},13497.0,Drumline,6.2,118.0
5826,{},11852.0,The Hot Chick,5.5,431.0
5827,{},7303.0,Maid in Manhattan,5.6,493.0
5828,Star Trek: The Next Generation Collection,201.0,Star Trek: Nemesis,6.1,488.0
5829,{},2755.0,About Schmidt,6.7,365.0
5830,{},33504.0,El Bola,7.1,26.0
5831,{},21868.0,Evelyn,6.5,24.0
5832,{},65684.0,The Guys,4.5,2.0
5833,{},10856.0,Intacto,6.7,48.0
5834,{},99826.0,The Jimmy Show,8.0,1.0
5835,{},18602.0,Morvern Callar,7.2,34.0
5836,The Lord of the Rings Collection,121.0,The Lord of the Rings: The Two Towers,8.0,7641.0
5837,{},25838.0,Devils on the Doorstep,7.7,37.0
5838,{},1429.0,25th Hour,7.2,640.0
5839,{},13435.0,Antwone Fisher,6.7,140.0
5840,{},3131.0,Gangs of New York,7.1,1964.0
5841,{},2642.0,Two Weeks Notice,5.9,505.0
5842,{},14317.0,The Wild Thornberrys Movie,5.8,44.0
5843,{},11022.0,Narc,6.8,144.0
5844,{},24249.0,Bad Influence,5.8,35.0
5845,{},9491.0,Blue Steel,5.4,70.0
5846,{},2149.0,Body of Evidence,4.5,57.0
5847,{},20139.0,The Children's Hour,7.5,72.0
5848,{},32074.0,Company Business,5.2,9.0
5849,{},19067.0,The Duellists,7.1,92.0
5850,{},53712.0,A Kiss Before Dying,7.1,11.0
5851,{},25848.0,Legend of the Lost,6.1,12.0
5852,{},14931.0,Miami Blues,5.7,42.0
5853,My Girl Collection,11317.0,My Girl 2,5.4,111.0
5854,My Girl Collection,4032.0,My Girl,7.0,441.0
5855,{},8392.0,My Neighbor Totoro,8.0,1730.0
5856,Road to Collection,31804.0,The Road to Hong Kong,6.0,11.0
5857,{},81048.0,Running Time,6.2,5.0
5858,{},12232.0,The Thief of Bagdad,7.5,49.0
5859,{},11706.0,War and Peace,6.8,50.0
5860,{},61265.0,Where Sleeping Dogs Lie,3.0,2.0
5861,{},42569.0,Where’s Poppa?,6.9,11.0
5862,{},25720.0,The Whistle Blower,6.1,13.0
5863,{},26946.0,Attack of the Crab Monsters,4.9,16.0
5864,{},16938.0,Black Christmas,6.8,133.0
5865,{},21143.0,The Day of the Triffids,6.1,55.0
5866,{},61578.0,Esther Kahn,5.0,1.0
5867,{},20424.0,Invaders from Mars,6.0,51.0
5868,{},4561.0,The Story of O,5.7,40.0
5869,{},4435.0,Asoka,5.8,28.0
5870,{},16993.0,Fat City,7.0,29.0
5871,{},18002.0,"Love, Honour and Obey",6.6,23.0
5872,{},21332.0,Quicksilver,5.5,24.0
5873,{},640.0,Catch Me If You Can,7.7,3917.0
5874,{},10599.0,Pinocchio,5.6,144.0
5875,{},1574.0,Chicago,6.9,695.0
5876,{},590.0,The Hours,7.0,461.0
5877,{},13560.0,Max,6.2,39.0
5878,{},29339.0,Nicholas Nickleby,6.8,50.0
5879,{},423.0,The Pianist,8.1,1927.0
5880,{},28028.0,Sonny,5.0,15.0
5881,{},41084.0,Champagne For Caesar,6.8,6.0
5882,{},18773.0,Doppelganger,4.4,19.0
5883,Heavy Metal Collection,16225.0,Heavy Metal 2000,5.2,38.0
5884,{},28679.0,House on the Edge of the Park,5.8,24.0
5885,{},262.0,The King of Comedy,7.6,306.0
5886,{},15395.0,Love Liza,6.5,25.0
5887,{},4912.0,Confessions of a Dangerous Mind,6.6,281.0
5888,{},4912.0,Confessions of a Dangerous Mind,6.6,281.0
5889,{},4912.0,Confessions of a Dangerous Mind,6.6,281.0
5890,{},4912.0,Confessions of a Dangerous Mind,6.6,281.0
5891,{},107693.0,Abraham's Valley,7.0,4.0
5892,Blue Collar Comedy Tour Collection,23626.0,Blue Collar Comedy Tour: The Movie,6.0,16.0
5893,{},12090.0,Just Married,5.3,415.0
5894,{},44233.0,P.S. Your Cat Is Dead!,4.2,3.0
5895,{},35172.0,The Son,6.5,34.0
5896,{},36273.0,The City of Lost Souls,6.6,9.0
5897,{},14390.0,Double Whammy,5.6,18.0
5898,{},41209.0,WiseGirls,5.0,8.0
5899,{},9582.0,A Guy Thing,5.3,85.0
5900,{},10628.0,Kangaroo Jack,4.3,207.0
5901,{},11078.0,National Security,5.5,244.0
5902,{},77633.0,Big Shot's Funeral,5.7,10.0
5903,{},598.0,City of God,8.2,1852.0
5904,{},15842.0,Kira's Reason: A Love Story,4.9,4.0
5905,{},24711.0,Above Suspicion,6.8,11.0
5906,{},43886.0,Alice Adams,5.0,9.0
5907,{},11222.0,The American Friend,7.0,70.0
5908,{},13199.0,American Me,7.3,41.0
5909,{},8073.0,Band of Outsiders,7.5,103.0
5910,{},26393.0,Breaking Up,4.0,9.0
5911,{},15278.0,CB4,6.2,43.0
5912,{},1484.0,The Deathmaker,6.6,12.0
5913,{},14667.0,Dogfight,6.6,29.0
5914,{},47263.0,"Easy Come, Easy Go",6.0,11.0
5915,{},18692.0,Fun in Acapulco,5.8,15.0
5916,{},15734.0,Girls! Girls! Girls!,5.6,13.0
5917,{},34148.0,Imitation of Life,7.2,62.0
5918,{},20813.0,A Little Romance,7.5,11.0
5919,{},53027.0,Mystery Date,5.5,12.0
5920,{},18894.0,"Paradise, Hawaiian Style",4.8,12.0
5921,{},26252.0,Pépé le Moko,7.6,21.0
5922,{},24742.0,Secret Admirer,6.7,30.0
5923,{},19415.0,Summer Lovers,5.4,19.0
5924,{},41927.0,Tune in Tomorrow...,5.0,3.0
5925,{},5968.0,The Woman in Red,5.6,101.0
5926,{},10727.0,Darkness Falls,4.9,161.0
5927,{},9045.0,Amen.,7.1,75.0
5928,{},9082.0,Blind Spot: Hitler's Secretary,6.0,6.0
5929,{},92348.0,In the Mirror of Maya Deren,7.7,8.0
5930,{},80965.0,Blind Date,0.0,0.0
5931,{},14469.0,Bullet,6.8,32.0
5932,{},55909.0,Claudine,6.1,8.0
5933,{},20663.0,Dead Reckoning,6.4,34.0
5934,{},31916.0,The Devil at 4 O'Clock,6.2,13.0
5935,{},61807.0,Ethan Frome,5.6,13.0
5936,{},20639.0,Gus,6.8,7.0
5937,{},7514.0,The Harder They Come,6.8,23.0
5938,{},42645.0,The Horse in the Gray Flannel Suit,5.1,4.0
5939,{},29463.0,Krush Groove,7.0,12.0
5940,{},42795.0,The Moon-Spinners,6.2,10.0
5941,{},39349.0,Sugar Hill,5.4,14.0
5942,{},44164.0,Chaos,6.1,9.0
5943,{},12253.0,Biker Boyz,5.0,63.0
5944,Final Destination Collection,9358.0,Final Destination 2,5.9,1046.0
5945,{},1647.0,The Recruit,6.2,545.0
5946,{},9027.0,The Guru,5.1,76.0
5947,{},125945.0,Kedma,5.0,3.0
5948,{},21189.0,Lost in La Mancha,7.2,63.0
5949,{},10894.0,May,6.3,153.0
5950,{},28528.0,The Harder They Fall,6.7,26.0
5951,{},34783.0,I'm All Right Jack,6.9,18.0
5952,{},34374.0,Murder by Decree,6.5,26.0
5953,{},12490.0,Ordinary Decent Criminal,6.0,66.0
5954,{},26761.0,Pursued,6.2,12.0
5955,{},35185.0,The Smallest Show on Earth,7.1,6.0
5956,Tokyo Decadence series,15802.0,Tokyo Decadence,6.0,21.0
5957,{},39948.0,Two Way Stretch,6.6,12.0
5958,{},8286.0,The Unfaithful Wife,7.2,16.0
5959,{},43028.0,Victim,7.0,25.0
5960,{},65300.0,Endangered Species,6.8,4.0
5961,{},24129.0,The Simple-Minded Murderer,7.0,12.0
5962,{},4628.0,Enigma,5.8,5.0
5963,{},4193.0,Evil Under the Sun,6.5,73.0
5964,{},10724.0,Firefox,5.5,141.0
5965,{},89571.0,Five Days One Summer,5.5,4.0
5966,{},32065.0,Forced Vengeance,5.8,14.0
5967,Le Gendarme de St. Tropez Collection,11915.0,The Gendarme and the Gendarmettes,6.2,89.0
5968,{},42136.0,The Grey Fox,7.2,5.0
5969,{},28307.0,Hammett,6.3,18.0
5970,{},37917.0,Honkytonk Man,5.4,39.0
5971,{},70011.0,Human Highway,5.0,6.0
5972,{},37191.0,"I, the Jury",5.7,6.0
5973,{},210092.0,If You Could See What I Hear,5.0,1.0
5974,{},3028.0,Jekyll and Hyde ... Together Again,4.6,5.0
5975,Jönsson Gang,29224.0,Jönssonligan & DynamitHarry,5.0,13.0
5976,{},81001.0,Kiss Me Goodbye,5.8,9.0
5977,{},8219.0,Labyrinth of Passion,6.5,26.0
5978,{},27088.0,The Last American Virgin,6.4,48.0
5979,{},10150.0,The Last Unicorn,7.0,117.0
5980,{},20980.0,Liquid Sky,6.1,22.0
5981,{},16407.0,Dragon Lord,6.1,22.0
5982,{},41913.0,Making Love,4.9,9.0
5983,{},30875.0,Manhattan Baby,5.4,11.0
5984,{},29450.0,The Marathon Family,7.8,16.0
5985,{},27380.0,Megaforce,3.5,15.0
5986,{},8288.0,A Midsummer Night's Sex Comedy,6.5,93.0
5987,{},15600.0,Missing,7.2,81.0
5988,{},52083.0,The Missionary,5.2,10.0
5989,{},124963.0,Monsignor,4.8,4.0
5990,{},11949.0,Monty Python Live at the Hollywood Bowl,7.2,37.0
5991,{},42134.0,Moonlighting,7.1,6.0
5992,{},79257.0,Mother Lode,6.5,2.0
5993,{},42130.0,The Night of the Shooting Stars,6.3,17.0
5994,{},42131.0,The Night of Varennes,6.4,13.0
5995,{},41291.0,One from the Heart,5.6,20.0
5996,{},84784.0,Pandemonium,6.0,2.0
5997,{},23942.0,Paradise,5.6,25.0
5998,{},72340.0,Partners,6.0,2.0
5999,{},32692.0,Godard's Passion,5.7,11.0
6000,{},37997.0,Permanent Vacation,6.0,28.0
6001,{},27609.0,Personal Best,5.0,10.0
6002,{},25872.0,The Pirate Movie,5.4,7.0
6003,{},83562.0,Privates on Parade,4.9,7.0
6004,{},127.0,Blind Chance,7.7,29.0
6005,{},14645.0,Santa Claus Is a Stinker,7.4,203.0
6006,{},27726.0,Q,5.4,40.0
6007,{},42135.0,Querelle,6.5,20.0
6008,{},21923.0,Richard Pryor: Live on the Sunset Strip,7.7,22.0
6009,{},1563.0,Sunless,7.7,49.0
6010,{},17132.0,Savannah Smiles,5.2,7.0
6011,{},59533.0,The Secret Policeman's Other Ball,0.0,0.0
6012,The BRD Collection,2262.0,Veronika Voss,7.0,21.0
6013,{},52772.0,Shoot the Moon,5.7,7.0
6014,{},46925.0,Six Pack,5.8,8.0
6015,{},77073.0,Six Weeks,5.1,4.0
6016,{},76395.0,The Soldier,5.8,7.0
6017,{},37607.0,Some Kind of Hero,6.4,4.0
6018,{},30874.0,The New York Ripper,5.7,60.0
6019,{},30363.0,The State of Things,6.2,10.0
6020,{},49409.0,Starstruck,8.0,1.0
6021,{},32048.0,Still of the Night,6.1,22.0
6022,{},48139.0,El Sur,7.2,16.0
6023,{},30584.0,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight,6.6,7.0
6024,{},48313.0,Tag: The Assassination Game,5.8,3.0
6025,{},48249.0,Tempest,5.6,10.0
6026,{},29702.0,Tenebre,6.6,107.0
6027,They Call Me Bruce Collection,24830.0,They Call Me Bruce?,5.2,11.0
6028,{},30049.0,Time Walker,5.7,6.0
6029,The Pink Panther (Original) Collection,9699.0,Trail of the Pink Panther,4.9,63.0
6030,{},48561.0,La traviata,6.6,7.0
6031,{},30789.0,Venom,7.0,16.0
6032,{},81346.0,To Begin Again,6.3,8.0
6033,{},11057.0,Die weisse Rose,6.8,2.0
6034,{},47955.0,White Dog,6.5,56.0
6035,{},19322.0,Who Dares Wins,6.3,16.0
6036,{},31661.0,Wrong Is Right,6.0,10.0
6037,{},52556.0,The Road,7.1,19.0
6038,{},38219.0,"Yor, the Hunter from the Future",3.8,8.0
6039,Zapped Collection,23943.0,Zapped!,5.1,38.0
6040,{},26454.0,Deliver Us from Eva,6.1,19.0
6041,{},9919.0,How to Lose a Guy in 10 Days,6.3,873.0
6042,Shanghai Noon Collection,6038.0,Shanghai Knights,6.0,707.0
6043,{},9480.0,Daredevil,5.0,1551.0
6044,The Jungle Book Collection,14873.0,The Jungle Book 2,5.6,278.0
6045,{},13132.0,All the Real Girls,5.9,30.0
6046,{},22707.0,Amandla! A Revolution in Four-Part Harmony,8.0,3.0
6047,{},18302.0,Painted Fire,6.6,10.0
6048,{},1956.0,Gerry,6.1,69.0
6049,{},12112.0,He Loves Me... He Loves Me Not,6.9,79.0
6050,{},50380.0,Lockdown,5.6,11.0
6051,{},212058.0,Ordinary Sinner,0.0,0.0
6052,Dennis the Menace Collection,12139.0,Dennis the Menace,5.5,280.0
6053,{},118936.0,Stand-In,7.2,3.0
6054,{},18587.0,10 to Midnight,6.1,37.0
6055,The Black Stallion Collection,24883.0,The Black Stallion Returns,6.1,13.0
6056,The Black Stallion Collection,17264.0,The Black Stallion,7.0,59.0
6057,{},3426.0,Cesar and Rosalie,7.0,22.0
6058,{},2984.0,A Countess from Hong Kong,5.9,36.0
6059,{},33221.0,Into the West,6.8,8.0
6060,{},59201.0,Kinjite: Forbidden Subjects,4.4,12.0
6061,{},26172.0,Messenger of Death,5.6,11.0
6062,{},26173.0,Mr. Majestyk,7.0,32.0
6063,{},33055.0,Murphy's Law,6.1,19.0
6064,{},33364.0,A Patch of Blue,7.6,27.0
6065,{},33851.0,A Prayer for the Dying,6.1,16.0
6066,{},31598.0,Q & A,6.6,22.0
6067,{},59401.0,The Red Badge of Courage,6.5,20.0
6068,{},22233.0,The Thrill of It All,7.0,11.0
6069,{},4952.0,Pillow Talk,6.8,49.0
6070,{},991.0,The Man Who Fell to Earth,6.4,139.0
6071,{},4911.0,Dark Blue,6.5,86.0
6072,{},16072.0,Gods and Generals,6.1,49.0
6073,{},11615.0,The Life of David Gale,7.3,497.0
6074,{},11635.0,Old School,6.6,552.0
6075,{},125806.0,Dischord,0.0,0.0
6076,{},77283.0,The Lawless Heart,4.3,3.0
6077,{},35824.0,The Navigators,6.7,11.0
6078,{},102.0,Open Hearts,6.8,27.0
6079,{},14293.0,Poolhall Junkies,6.5,25.0
6080,{},41820.0,Till Human Voices Wake Us,5.4,9.0
6081,{},105024.0,Stone Reader,7.3,3.0
6082,{},10623.0,Cradle 2 the Grave,5.8,242.0
6083,{},9613.0,Spider,6.4,176.0
6084,{},7015.0,American Heart,6.2,11.0
6085,{},210938.0,Edie & Pen,6.7,3.0
6086,{},42035.0,Insignificance,6.2,18.0
6087,{},21867.0,Lady Jane,6.9,22.0
6088,{},49680.0,Late Marriage,6.0,7.0
6089,{},6524.0,Life Stinks,5.5,48.0
6090,{},11244.0,The Meteor Man,4.6,33.0
6091,{},77233.0,Mr. North,4.5,3.0
6092,{},140071.0,Seize the Day,5.8,7.0
6093,{},21801.0,The Slaughter Rule,6.2,9.0
6094,{},35139.0,Teenagers from Outer Space,3.9,17.0
6095,{},54845.0,Trouble Bound,3.7,3.0
