,title,runtime,release_year
19062,Inhale,100.0,2010
19063,Rated X: A Journey Through Porn,92.0,1999
19064,Just Friends?,29.0,2009
19065,Take This Waltz,116.0,2011
19066,Berlin '36,100.0,2009
19067,Sound of Noise,102.0,2010
19068,The Blot,90.0,1921
19069,Dr. Crippen,98.0,1964
19070,Dickson Experimental Sound Film,1.0,1894
19071,Wanderlust,98.0,2012
19072,Harriet Craig,90.0,1950
19073,Ladies They Talk About,69.0,1933
19074,Moonrise Kingdom,94.0,2012
19075,There Be Dragons,112.0,2011
19076,Texas Killing Fields,105.0,2011
19077,Kahaani,122.0,2012
19078,Superman vs. The Elite,76.0,2012
19079,I Wish,127.0,2011
19080,Stavisky,120.0,1974
19081,Never Take Sweets from a Stranger,81.0,1960
19082,Get the Gringo,95.0,2012
19083,Suicide Manual,86.0,2003
19084,The Keeper,94.0,2009
19085,5 Days of War,113.0,2011
19086,"Life, Above All",100.0,2010
19087,Bio Slime,90.0,2010
19088,Superman: Doomsday,75.0,2007
19089,Entr'acte,22.0,1924
19090,A Lake,90.0,2008
19091,Tracy Morgan: Black & Blue,0.0,2010
19092,The Importance of Tying Your Own Shoes,96.0,2011
19093,The Peach Thief,84.0,1964
19094,Salomé,80.0,1972
19095,Outer Space,10.0,1999
19096,Exporting Raymond,86.0,2011
19097,Appointment with Danger,89.0,1951
19098,Vares - The Kiss of Evil,94.0,2011
19099,A Few Best Men,97.0,2011
19100,Late Bloomers,88.0,2011
19101,Cord,100.0,2000
19102,The Deadly Tower,100.0,1975
19103,Cosmopolis,109.0,2012
19104,House of the Rising Sun,90.0,2011
19105,A Thousand Words,91.0,2012
19106,Chimpanzee,78.0,2012
19107,Love's Deadly Triangle: The Texas Cadet Murder,93.0,1997
19108,Safety Not Guaranteed,85.0,2012
19109,Madagascar 3: Europe's Most Wanted,93.0,2012
19110,Bunnyman,90.0,2011
19111,Athena,95.0,1954
19112,The Lawless,83.0,1950
19113,Eaux d'artifice,12.0,1953
19114,Inauguration of the Pleasure Dome,38.0,1954
19115,Blackthorn,98.0,2011
19116,Your Sister's Sister,90.0,2011
19117,The Needle,81.0,1988
19118,The Beekeeper,122.0,1986
19119,Dragon Ball: Curse of the Blood Rubies,50.0,1986
19120,Dragon Ball: Sleeping Princess in Devil's Castle,45.0,1987
19121,Superman/Batman: Public Enemies,67.0,2009
19122,Dead Space: Aftermath,85.0,2010
19123,Iria: Zeiram the Animation,151.0,1994
19124,Kidnapped,85.0,2010
19125,This Special Friendship,99.0,1964
19126,Proteus,100.0,2003
19127,Dragon Ball: Mystical Adventure,48.0,1988
19128,Dragon Ball Z: The World's Strongest,60.0,1990
19129,Brave,93.0,2012
19130,Beauty and the Beast: The Enchanted Christmas,72.0,1997
19131,Front of the Class,95.0,2008
19132,Alcina,159.0,1999
19133,The Pet,94.0,2006
19134,Dragon Ball Z: The Tree of Might,61.0,1990
19135,Pocahontas II: Journey to a New World,72.0,1998
19136,Bel Ami,102.0,2012
19137,What to Expect When You're Expecting,110.0,2012
19138,To Rome with Love,111.0,2012
19139,Don't Drink the Water,100.0,1969
19140,Abraham Lincoln: Vampire Hunter,94.0,2012
19141,Mad Dog Coll,88.0,1961
19142,Winning,123.0,1969
19143,First Position,90.0,2011
19144,4.3.2.1,117.0,2010
19145,Beauty #2,66.0,1965
19146,Wings in the Dark,75.0,1935
19147,Detention,93.0,2011
19148,Nina Frisk,83.0,2007
19149,Confession,87.0,1937
19150,Kind Lady,76.0,1935
19151,Planet B-Boy,98.0,2008
19152,For Greater Glory - The True Story of Cristiada,145.0,2012
19153,Woochi : The Demon Slayer,136.0,2009
19154,Sorry if I Love You,105.0,2008
19155,Torpedo Bombers,96.0,1983
19156,Taxi Hunter,89.0,1993
19157,Rock of Ages,123.0,2012
19158,Seeking a Friend for the End of the World,101.0,2012
19159,Presto,5.0,2008
19160,Jack-Jack Attack,5.0,2004
19161,Hollywood Man,107.0,1976
19162,Jekyll & Hyde,96.0,1990
19163,Boundin',5.0,2003
19164,One Man Band,4.0,2005
19165,A Map For Saturday,90.0,2007
19166,The Silent Scream,87.0,1979
19167,Ted,106.0,2012
19168,The Giant Mechanical Man,94.0,2012
19169,Tin Toy,5.0,1988
19170,Magic Mike,110.0,2012
19171,Revenge of the Electric Car,90.0,2011
19172,Dragon Ball Z: Return of Cooler,46.0,1992
19173,Dragon Ball Z: Cooler's Revenge,48.0,1991
19174,Blood of the Vampire,87.0,1958
19175,Disneyland Dream,35.0,1956
19176,Disney Sing-Along-Songs: Under the Sea,28.0,1990
19177,Pulgasari,95.0,1985
19178,The Toughest Man in the World,120.0,1984
19179,On the Road,137.0,2012
19180,Norman,97.0,2010
19181,Joffrey: Mavericks of American Dance,82.0,2012
19182,Dragon Ball Z: Super Android 13,46.0,1992
19183,Dragon Ball Z: Broly - The Legendary Super Saiyan,70.0,1993
19184,Virtual JFK: Vietnam If Kennedy Had Lived,0.0,2008
19185,Extraterrestrial,90.0,2011
19186,Cleanskin,108.0,2012
19187,The Amazing Spider-Man,136.0,2012
19188,The Barchester Chronicles,370.0,1982
19189,Dragon Ball Z: Bojack Unbound,50.0,1993
19190,Reminiscences of a Journey to Lithuania,76.0,1972
19191,Noroi: The Curse,115.0,2005
19192,ID:A,104.0,2011
19193,A Colt Is My Passport,84.0,1967
19194,Coup de grâce,97.0,1976
19195,Wrong Turn 3: Left for Dead,91.0,2009
19196,Blacksmith Scene,1.0,1893
19197,Ice Age: Continental Drift,88.0,2012
19198,Beasts of the Southern Wild,93.0,2012
19199,Dangerous Davies,120.0,1981
19200,Dynamite,129.0,1929
19201,The Day the Fish Came Out,109.0,1967
19202,People Like Us,114.0,2012
19203,Crazed Fruit,86.0,1956
19204,Cruel Gun Story,91.0,1964
19205,Flame and Women,101.0,1967
19206,Euridice BA 2037,96.0,1975
19207,La sociedad del semáforo,110.0,2010
19208,The Flying Fleet,100.0,1929
19209,Savages,131.0,2012
19210,Balto II: Wolf Quest,75.0,2002
19211,Rat King,94.0,2012
19212,Bela Kiss: Prologue,106.0,2013
19213,Oneway-Ticket to Korsør,104.0,2008
19214,Candles on Bay Street,93.0,2006
19215,Once Upon A Time in Phuket,105.0,2011
19216,The War,874.0,2007
19217,Thomas Jefferson,180.0,1997
19218,Mooz-lum,95.0,2011
19219,The Union,87.0,2012
19220,The Miser,125.0,1980
19221,Scorcher,91.0,2003
19222,The Firm,90.0,2009
19223,Red's Dream,4.0,1987
19224,Spirit Camp,0.0,2009
19225,The Perfect Roommate,100.0,2011
19226,The Fatal Hour,68.0,1940
19227,Geri's Game,4.0,1997
19228,My Last Day Without You,90.0,2011
19229,Red Rover,103.0,2006
19230,Madea's Witness Protection,114.0,2012
19231,The Black Windmill,106.0,1974
19232,A Good Night to Die,100.0,2003
19233,Some Guy Who Kills People,97.0,2011
19234,Five Minarets in New York,119.0,2010
19235,No Problem,140.0,2010
19236,Prisoner 701: Sasori,101.0,2008
19237,Treasure Island,180.0,2012
19238,The Watch,98.0,2012
19239,Vampires,88.0,2010
19240,"Drive, He Said",95.0,1971
19241,The Adventures of Mary-Kate & Ashley: The Case of the Christmas Caper,30.0,1995
19242,The Adventures of Mary-Kate & Ashley: The Case of the United States Navy Adventure,30.0,1997
19243,Someday This Pain Will Be Useful to You,96.0,2011
19244,2 Days in New York,91.0,2012
19245,Radio On,104.0,1979
19246,2010: Moby Dick,87.0,2010
19247,Physical Promise,95.0,1975
19248,Terminal USA,54.0,1993
19249,From Beginning to End,105.0,2009
19250,The Cat in the Hat,30.0,1971
19251,"UltraMarathon Man: 50 Marathons, 50 States, 50 Days",109.0,2008
19252,Killer Joe,102.0,2011
19253,Jew Süss,105.0,1934
19254,The Gospel of Judas,90.0,2006
19255,Dragon Ball Z: Broly - Second Coming,48.0,1994
19256,King of Thorn,105.0,2009
19257,Bob Funk,106.0,2009
19258,Dragon Ball Z: Bio-Broly,50.0,1994
19259,Dragon Ball Z: Fusion Reborn,55.0,1995
19260,In the Grip of Passion,90.0,1947
19261,"Lost, Lost, Lost",180.0,1976
19262,Anaconda 3: Offspring,91.0,2008
19263,Wild Bill,98.0,2011
19264,Pete Smalls Is Dead,95.0,2010
19265,Being Flynn,102.0,2012
19266,The Drum,104.0,1938
19267,Elephant Boy,80.0,1937
19268,The Forger,96.0,2011
19269,A Child's Christmas in Wales,55.0,1987
19270,A Christmas Carol,95.0,1999
19271,Goodbye Charlie,116.0,1964
19272,Rage,89.0,2009
19273,Knick Knack,4.0,1989
19274,For the Birds,3.0,2000
19275,Ruby Sparks,104.0,2012
19276,Total Recall,121.0,2012
19277,Le Donk & Scor-zay-zee,71.0,2009
19278,388 Arletta Avenue,87.0,2011
19279,The Craigslist Killer,95.0,2011
19280,Babycall,96.0,2011
19281,The Fantastic Four,90.0,1994
19282,Bertie and Elizabeth,120.0,2002
19283,Infection,98.0,2004
19284,The Angels' Share,101.0,2012
19285,Carbon Nation,86.0,2011
19286,A Dangerous Man,94.0,2009
19287,The Immature,108.0,2011
19288,Morning of the Earth,79.0,1971
19289,Dragon Ball Z: Wrath of the Dragon,51.0,1995
19290,Dragon Ball Z: Bardock - The Father of Goku,48.0,1990
19291,Marriage Retreat,97.0,2011
19292,Vampire Journals,92.0,1997
19293,Dikkenek,84.0,2006
19294,La Classe Américaine,72.0,1993
19295,A Necessary Death,101.0,2008
19296,Oranges,13.0,2004
19297,Icarus,88.0,2010
19298,In the Name of the King 2: Two Worlds,96.0,2011
19299,The Door,103.0,2009
19300,Dragon Ball Z: The History of Trunks,48.0,1993
19301,Dragon Ball GT: A Hero's Legacy,45.0,1997
19302,The Kiss,1.0,1896
19303,Sidewalls,95.0,2011
19304,Dick Tracy vs. Cueball,62.0,1946
19305,Stash House,95.0,2012
19306,One in the Chamber,91.0,2012
19307,Decoys 2: Alien Seduction,94.0,2007
19308,Ax 'Em,70.0,1992
19309,Hierro,94.0,2009
19310,The Tortoise and the Hare,9.0,1935
19311,Steak,82.0,2007
19312,The Legend of Bigfoot,76.0,1976
19313,Neil Young Journeys,87.0,2012
19314,The Capture of Bigfoot,92.0,1979
19315,Dragon Eyes,88.0,2012
19316,"Love, Wedding, Marriage",90.0,2011
19317,The Little Mermaid: Ariel's Beginning,77.0,2008
19318,Bag It,74.0,2011
19319,Skyfall,143.0,2012
19320,The Thrushes Are Still Singing,123.0,1979
19321,Hands Over the City,105.0,1963
19322,The Householder,100.0,1963
19323,Mais qui a tué Pamela Rose ?,95.0,2003
19324,Louise-Michel,94.0,2008
19325,Forest Warrior,93.0,1996
19326,The Campaign,85.0,2012
19327,Taistelu Näsilinnasta 1918,0.0,2012
19328,Brake,92.0,2012
19329,Hope Springs,100.0,2012
19330,K-20: The Fiend with Twenty Faces,137.0,2008
19331,Warning from Space,87.0,1956
19332,Logan's War:  Bound by Honor,90.0,1998
19333,The President's Man: A Line in the Sand,90.0,2002
19334,The Queen of Versailles,100.0,2012
19335,33 Postcards,97.0,2011
19336,The Cutter,92.0,2005
19337,Tender Comrade,102.0,1943
19338,Amish Grace,88.0,2010
19339,Female Agents,117.0,2008
19340,"Captain Video, Master of the Stratosphere",287.0,1951
19341,Run Sister Run!,112.0,2010
19342,Secret Reunion,116.0,2010
19343,War of the Dead,86.0,2011
19344,The One Percent,77.0,2006
19345,Primal,80.0,2010
19346,Dreams That Money Can Buy,99.0,1947
19347,Profound Desires of the Gods,173.0,1968
19348,"See You in Hell, My Darling",110.0,1999
19349,The Rickshaw Man,103.0,1958
19350,Identification Marks: None,73.0,1965
19351,I Am Waiting,91.0,1957
19352,Chillerama,120.0,2011
19353,The Cub Tiger from Kwang Tung,80.0,1973
19354,Not Scared to Die,87.0,1973
19355,Karate Girl,92.0,2011
19356,I Am Bruce Lee,90.0,2012
19357,On Top of the Whale,90.0,1982
19358,Heroic Purgatory,118.0,1970
19359,Beloved,139.0,2011
19360,Wagner's Dream,115.0,2012
19361,Little Birds,94.0,2011
19362,I Hate But Love,106.0,1962
19363,In Custody,126.0,1994
19364,The Heroine,84.0,1973
19365,ParaNorman,90.0,2012
19366,Diary of a Wimpy Kid: Dog Days,94.0,2012
19367,How Bruce Lee Changed the World,120.0,2009
19368,The Rites of May,105.0,1977
19369,The Great Sacrifice,98.0,1944
19370,Immensee,87.0,1943
19371,Bells of Innocence,110.0,2003
19372,The PHD movie,65.0,2011
19373,Operación Cannabis,,2009
19374,War of the Arrows,122.0,2011
19375,Hara-Kiri: Death of a Samurai,126.0,2011
19376,Goats,92.0,2012
19377,Celeste & Jesse Forever,91.0,2012
19378,Aliisa,80.0,1970
19379,Our Children,111.0,2012
19380,Hit & Run,100.0,2012
19381,Garden Party,88.0,2008
19382,Broken,91.0,2012
19383,The Family Tree,87.0,2011
19384,"Je, Tu, Il, Elle",86.0,1976
19385,Cinderella II: Dreams Come True,74.0,2002
19386,Dark Horse,84.0,2011
19387,Black Roses,90.0,1988
19388,6 Days to Air: The Making of South Park,42.0,2011
19389,Funeral Parade of Roses,104.0,1969
19390,Doomsday Book,113.0,2012
19391,Premium Rush,91.0,2012
19392,Letter Never Sent,97.0,1960
19393,Lonesome,69.0,1928
19394,Evil Toons,90.0,1992
19395,From the Life of the Marionettes,104.0,1980
19396,The Odd Life of Timothy Green,105.0,2012
19397,Lawless,115.0,2012
19398,Chameleon,108.0,2008
19399,Piranha 3DD,83.0,2012
19400,Man Is Not a Bird,72.0,1965
19401,ATM,90.0,2012
19402,The Wave,44.0,1981
19403,Sleepwalk with Me,81.0,2012
19404,Dara O Briain Talks Funny: Live in London,96.0,2008
19405,Prime Suspect 3,207.0,1993
19406,Prime Suspect: Inner Circles,102.0,1995
19407,Nocturne 29,86.0,1968
19408,American Mullet,0.0,2001
19409,Prime Suspect: The Final Act,182.0,2006
19410,Searching for Sugar Man,85.0,2012
19411,The Possession,92.0,2012
19412,6 Bullets,115.0,2012
19413,The Dinosaur Project,83.0,2012
19414,Little White Lies,154.0,2010
19415,The Manzanar Fishing Club,0.0,2012
19416,The Apparition,82.0,2012
19417,Dreams of a Life,95.0,2011
19418,Life for Sale,82.0,2011
19419,To Mars by A-Bomb: The Secret History of Project Orion,60.0,2003
19420,Prime Suspect 6: The Last Witness,195.0,2004
19421,Prime Suspect: The Lost Child,101.0,1995
19422,The Zero Years,123.0,2005
19423,Bigfoot Lives,81.0,2007
19424,Conception,77.0,2011
19425,Do We Really Need the Moon?,0.0,2011
19426,French Film,87.0,2008
19427,The Backwoods,97.0,2006
19428,La Californie,,2006
19429,The Great Northfield Minnesota Raid,91.0,1972
19430,The Mikado,130.0,1987
19431,The Model Couple,101.0,1977
19432,Paradise Lost 3: Purgatory,121.0,2011
19433,Bachelorette,87.0,2012
19434,The Words,96.0,2012
19435,Teddy Bear,92.0,2012
19436,Soldier In The Rain,88.0,1963
19437,For My Father,100.0,2008
19438,The Moment of Truth,110.0,1965
19439,Mr. Freedom,95.0,1969
19440,La dama boba,0.0,2006
19441,Pitch Perfect,112.0,2012
19442,The Cold Light of Day,93.0,2012
19443,Hello I Must Be Going,95.0,2012
19444,Flowing,117.0,1956
19445,Branded,106.0,2012
19446,The Wild Wild West Revisited,96.0,1979
19447,Icon,166.0,2005
19448,The Sugar Curtain,90.0,2005
19449,Samsara,102.0,2011
19450,Runaway Brain,10.0,1995
19451,Looper,118.0,2012
19452,Compliance,90.0,2012
19453,Thy Womb,100.0,2012
19454,That's My Boy,116.0,2012
19455,Arthur and the Revenge of Maltazard,93.0,2009
19456,Deathstalker,80.0,1983
19457,Deathstalker II,85.0,1987
19458,Emergo,80.0,2011
19459,Klitschko,118.0,2011
19460,Kinyarwanda,100.0,2011
19461,Nobody's Children,105.0,1951
19462,Patriotism,30.0,1966
19463,Les Hautes Solitudes,80.0,1974
19464,Vampir-Cuadecuc,67.0,1971
19465,Robot & Frank,85.0,2012
19466,The Punk Syndrome,85.0,2012
19467,Where Do We Go Now?,110.0,2011
19468,Ai Weiwei: Never Sorry,91.0,2012
19469,Stag Night,84.0,2008
19470,Hollywood Sex Wars,98.0,2011
19471,The Age of the Medici,255.0,1972
19472,Something Ventured,84.0,2011
19473,Jesus Henry Christ,92.0,2012
19474,Pirates of the Great Salt Lake,86.0,2006
19475,Resident Evil: Retribution,95.0,2012
19476,Trouble with the Curve,111.0,2012
19477,"Walk Softly, Stranger",81.0,1950
19478,360,110.0,2012
19479,Close,84.0,2004
19480,Straight Shooting,71.0,1917
19481,Employees' Entrance,75.0,1933
19482,The Pearls of the Crown,105.0,1937
19483,Suicide Club,96.0,2010
19484,Under African Skies,102.0,2012
19485,Lola Versus,87.0,2012
19486,The Master,137.0,2012
19487,More Wild Wild West,94.0,1980
19488,"John Huston: The Man, the Movies, the Maverick",126.0,1989
19489,Dredd,95.0,2012
19490,We Live Again,85.0,1934
19491,247°F,90.0,2011
19492,Arbitrage,100.0,2012
19493,Blue Like Jazz,106.0,2012
19494,Manual of Love 2,120.0,2007
19495,The Friends at the Margherita Cafe,90.0,2009
19496,Play Girl,77.0,1941
19497,Detropia,93.0,2012
19498,The Liquidator,94.0,2011
19499,The Chemical Brothers: Don't Think,165.0,2012
19500,Pearls of the Deep,105.0,1966
19501,The Perfect Murder,93.0,1988
19502,The Hamburg Syndrome,117.0,1979
19503,Kismet,103.0,1955
19504,ChromeSkull: Laid to Rest 2,93.0,2011
19505,Rain over Santiago,112.0,1975
19506,Puckoon,82.0,2002
19507,Dolan's Cadillac,81.0,2009
19508,A Pig's Tale,94.0,1996
19509,Nobody Knows Anybody,105.0,1999
19510,Breathless,91.0,2012
19511,Blood Money,106.0,2012
19512,End of Watch,109.0,2012
19513,"High, Wide, and Handsome",110.0,1937
19514,V/H/S,116.0,2012
19515,Boxing Gym,91.0,2010
19516,Everyone,90.0,2004
19517,The Perks of Being a Wallflower,102.0,2012
19518,The Hunt,115.0,2012
19519,Holy Motors,115.0,2012
19520,Knuckleball!,93.0,2012
19521,Either Way,84.0,2011
19522,The Hunter,90.0,2010
19523,Behind the Burly Q,97.0,2010
19524,Two Rabbits,108.0,2012
19525,Sparkle,116.0,2012
19526,Guilty Hearts,180.0,2006
19527,Thin Ice,93.0,2011
19528,Red Lights,119.0,2012
19529,The Rocky Saga: Going the Distance,120.0,2011
19530,Taken 2,91.0,2012
19531,The Paperboy,107.0,2012
19532,Sam Peckinpah: Man of Iron,90.0,1993
19533,Shut Up and Play the Hits,105.0,2012
19534,The Private Life of Don Juan,89.0,1934
19535,Quadrille,95.0,1938
19536,One Nine Nine Four,90.0,2009
19537,Bleach the Movie: Fade to Black,94.0,2008
19538,The Making of a Legend: Gone with the Wind,124.0,1988
19539,In Passing,75.0,2011
19540,The Crush,49.0,1967
19541,Nanayo,90.0,2008
19542,Road North,110.0,2012
19543,A Royal Affair,137.0,2012
19544,House at the End of the Street,101.0,2012
19545,Attack of the 50 Foot Cheerleader,83.0,2012
19546,Erotic Nights of the Living Dead,112.0,1980
19547,2-Headed Shark Attack,90.0,2012
19548,"Hard, Fast and Beautiful",78.0,1951
19549,The Newest Pledge,85.0,2012
19550,Despair,119.0,1978
19551,My Left Eye Sees Ghosts,97.0,2002
19552,2016: Obama's America,87.0,2012
19553,A Happy Event,107.0,2011
19554,Love Lasts Three Years,98.0,2011
19555,Volcano,95.0,2011
19556,Presumed Guilty,102.0,2011
19557,Surviving Progress,86.0,2011
19558,Doughboys,79.0,1930
19559,Tobor the Great,77.0,1954
19560,Lightnin',104.0,1925
19561,The Tall Man,106.0,2012
19562,Laurence Anyways,168.0,2012
19563,The Magic of Belle Isle,109.0,2012
19564,The Lie,80.0,2011
19565,The Painted Veil,85.0,1934
19566,LOL,97.0,2012
19567,Stormy Waters,91.0,1941
19568,A Report on the Party and the Guests,70.0,1966
19569,The Sapphires,103.0,2012
19570,That Certain Summer,73.0,1972
19571,Something from Nothing: The Art of Rap,106.0,2012
19572,Just Add Water,95.0,2008
19573,The Return of the Prodigal Son,98.0,1967
19574,Hood of the Living Dead,0.0,2005
19575,Rust and Bone,123.0,2012
19576,Upstream,60.0,1927
19577,Genocide,84.0,1968
19578,"Goke, Body Snatcher from Hell",84.0,1968
19579,The Living Skeleton,81.0,1968
19580,Madonna of the Seven Moons,110.0,1945
19581,The Man in Grey,116.0,1943
19582,Ishaqzaade,132.0,2012
19583,Evil Bong,86.0,2006
19584,Here Comes the Devil,97.0,2012
19585,7 Below,90.0,2012
19586,Kon-Tiki,118.0,2012
19587,Katy Perry: Part of Me,93.0,2012
19588,Broadway,105.0,1929
19589,Viy,77.0,1967
19590,The Rise of Catherine the Great,95.0,1934
19591,Roseland,104.0,1977
19592,The Rusty Knife,90.0,1958
19593,Glorious Technicolor,60.0,1998
19594,Ingmar Bergman on Life and Work,90.0,1998
19595,Lon Chaney: A Thousand Faces,85.0,2000
19596,El tren de la memoria,85.0,2005
19597,The Film Parade,0.0,1933
19598,Rules of Single Life,0.0,2011
19599,Tank on the Moon,0.0,2007
19600,A Safe Place,94.0,1971
19601,Urbanized,85.0,2011
19602,Waco: A New Revelation,0.0,1999
19603,The Cool Ones,95.0,1967
19604,Blood of Dracula,68.0,1957
19605,I'm King Kong!: The Exploits of Merian C. Cooper,57.0,2005
19606,Elia Kazan: A Director's Journey,75.0,1995
19607,The John Garfield Story,58.0,2003
19608,Not Here to Be Loved,93.0,2005
19609,California Solo,93.0,2012
19610,Shameless,98.0,2010
19611,The Marshal of Finland,43.0,2012
19612,Marley,144.0,2012
19613,Frankenweenie,87.0,2012
19614,His Name Was Jason: 30 Years of Friday the 13th,90.0,2009
19615,Colin Quinn: Long Story Short,83.0,2011
19616,Mother,135.0,1992
19617,When Heroes Lie,119.0,2012
19618,Sinister,110.0,2012
19619,Fearful Symmetry,90.0,1998
19620,Louise Brooks: Looking for Lulu,60.0,1998
19621,The Thing: Terror Takes Shape,83.0,1998
19622,Shottas,95.0,2002
19623,Sapphire,92.0,1959
19624,Passion Play,94.0,2010
19625,Virginia,111.0,2010
19626,Hotel Transylvania,91.0,2012
19627,Our City Dreams,85.0,2008
19628,Side by Side,99.0,2012
19629,A Good Old Fashioned Orgy,95.0,2011
19630,Inside: 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb',45.0,2000
19631,Shadowing the Third Man,95.0,2004
19632,Making 'Do the Right Thing',60.0,1989
19633,The Young and the Dead,0.0,2000
19634,Daleks' Invasion Earth: 2150 A.D.,81.0,1966
19635,Fat Kid Rules The World,98.0,2012
19636,Charlie Chan in Egypt,73.0,1935
19637,Charlie Chan in London,79.0,1934
19638,Coupe de Ville,99.0,1990
19639,Shakespeare Wallah,120.0,1965
19640,Love in the Time of Hysteria,94.0,1991
19641,We Are From The Future,116.0,2008
19642,Creature from the Haunted Sea,63.0,1961
19643,Take Aim at the Police Van,79.0,1960
19644,The Screaming Skull,68.0,1958
19645,Björk: Volumen,64.0,1999
19646,Madame Tutli-Putli,17.0,2007
19647,Argo,120.0,2012
19648,Seven Psychopaths,110.0,2012
19649,Nobody Walks,83.0,2012
19650,Butter,90.0,2011
19651,Atlas Shrugged Part II,112.0,2012
19652,Ill Manors,121.0,2012
19653,Liberal Arts,97.0,2012
19654,"Ator, the Fighting Eagle",98.0,1982
19655,The Tattooed Widow,0.0,1998
19656,Portrait in Black,112.0,1960
19657,Vivien Leigh: Scarlett And Beyond,0.0,1990
19658,Under the Boardwalk: The Monopoly Story,88.0,2011
19659,Arachnoquake,86.0,2012
19660,Choking Man,85.0,2006
19661,"Farewell, My Queen",100.0,2012
19662,Marley & Me: The Puppy Years,86.0,2011
19663,The House I Live In,110.0,2012
19664,West of Memphis,150.0,2012
19665,Boogie Man: The Lee Atwater Story,86.0,2008
19666,Thermae Romae,108.0,2012
19667,Michael,96.0,2011
19668,Kings of Pastry,87.0,2009
19669,The Reluctant Saint,105.0,1962
19670,The Gorilla,68.0,1939
19671,Hoodwinked Too! Hood VS. Evil,86.0,2011
19672,Thirst for Love,105.0,1967
19673,Drones,96.0,2010
19674,Catch.44,93.0,2011
19675,The Return of Frank Cannon,96.0,1980
19676,The Sound of Fury,85.0,1950
19677,The Letter,92.0,2012
19678,Three Resurrected Drunkards,80.0,1968
19679,Tormento,87.0,1950
19680,Les Visiteurs du Soir,120.0,1942
19681,Ingmar Bergman Makes a Movie,146.0,1963
19682,Eastwood on Eastwood,68.0,1997
19683,The Ernest Film Festival,55.0,1986
19684,The Secret Life of Zoey,92.0,2002
19685,Moebius Redux: A Life in Pictures,68.0,2007
19686,Tony,76.0,2010
19687,Dive!,53.0,2010
19688,The Clink of Ice,87.0,2010
19689,The Warped Ones,75.0,1960
19690,16 to Life,118.0,2009
19691,How to Survive a Plague,120.0,2012
19692,[REC]³ Genesis,80.0,2012
19693,Four Sons,89.0,1940
19694,Gangs of Wasseypur,320.0,2012
19695,Greystone Park,79.0,2012
19696,Last Ride,101.0,2009
19697,Girl in Progress,93.0,2012
19698,Astérix and Obélix: God Save Britannia,110.0,2012
19699,Lightning Strikes Twice,91.0,1951
19700,My Forbidden Past,70.0,1951
19701,56 Up,144.0,2012
19702,King Leopold's Ghost,0.0,2006
19703,Around the World,80.0,1943
19704,Turkish Passion,112.0,1994
19705,Un Dimanche à Kigali,118.0,2006
19706,We Are Legion: The Story of the Hacktivists,93.0,2012
19707,The Barrens,97.0,2012
19708,Transit,88.0,2012
19709,Love Me No More,85.0,2008
19710,Paranormal Activity 4,95.0,2012
19711,You Are God,110.0,2012
19712,Where the Boys Are '84,94.0,1984
19713,Skyscraper,90.0,2011
19714,Tai Chi Zero,100.0,2012
19715,The White Angel,100.0,1955
19716,The X from Outer Space,89.0,1967
19717,The Babymakers,98.0,2012
19718,Rosewood Lane,97.0,2011
19719,The Glamorous Life of Sachiko Hanai,90.0,2003
19720,The Strange Case of the End of Civilization as We Know It,56.0,1977
19721,A Feast At Midnight,105.0,1994
19722,Tom & Thomas,110.0,2002
19723,"3, 2, 1... Frankie Go Boom",89.0,2012
19724,Alex Cross,101.0,2012
19725,The Ambassador,93.0,2011
19726,Cloud Atlas,172.0,2012
19727,"Luck, Trust & Ketchup: Robert Altman in Carver Country",90.0,1993
19728,Hellboy: The Seeds of Creation,143.0,2004
19729,Budd Boetticher: A Man Can Do That,86.0,2005
19730,Rx (Simple Lies),89.0,2005
19731,Terry Pratchett: Choosing to Die,58.0,2011
19732,ReGeneration,81.0,2010
19733,Free Men,99.0,2011
19734,The Girl,91.0,2012
19735,This Ain’t California,90.0,2012
19736,Steve Jobs: The Lost Interview,70.0,2012
19737,Rolling,90.0,2007
19738,Silent Hill: Revelation 3D,94.0,2012
19739,Warren Oates: Across the Border,54.0,1993
19740,Step Up Love Story,120.0,2000
19741,Graduation Day,96.0,1981
19742,April Fool's Day,91.0,2008
19743,Holiday Affair,87.0,1949
19744,Like Dandelion Dust,100.0,2009
19745,Men Do what Men Can,108.0,2012
19746,Stockholm East,95.0,2011
19747,The Woman Who Dreamed of a Man,100.0,2010
19748,Beware the Moon: Remembering 'An American Werewolf in London',98.0,2009
19749,Pumping Iron II: The Women,107.0,1985
19750,Witness to Murder,83.0,1954
19751,The Busher,55.0,1919
19752,The Piano in a Factory,107.0,2011
19753,The Patience Stone,98.0,2012
19754,Hamoun,120.0,1990
19755,Chasing Mavericks,117.0,2012
19756,Craigslist Joe,90.0,2012
19757,Here Comes the Boom,105.0,2012
19758,The Men Who Made the Movies: Samuel Fuller,60.0,2002
19759,Search for the Beast,82.0,1997
19760,Victor Seastrom,65.0,1981
19761,Night of the Running Man,93.0,1995
19762,Hitman's Run,93.0,1999
19763,Mental,116.0,2012
19764,Killing Them Softly,97.0,2012
19765,The Imposter,95.0,2012
19766,The Other Dream Team,89.0,2012
19767,The Sessions,98.0,2012
19768,Living with the Fosters,113.0,2002
